mohID,mohName,dtg,week,casesCount,spatialGranule,temporalGranule
259,Addalaiche,20130113,2,0,259,20130113
29,Agalawatta,20130113,2,1,29,20130113
45,Akkaraipattu,20130113,2,3,45,20130113
183,Akmeemana,20130113,2,0,183,20130113
226,Akurana,20130113,2,2,226,20130113
77,Akuressa,20130113,2,2,77,20130113
44,Alaiyadivembu,20130113,2,0,44,20130113
213,Alawwa,20130113,2,1,213,20130113
90,Ambagamuwa,20130113,2,0,90,20130113
14,Ambalangoda,20130113,2,2,14,20130113
79,Ambalantota,20130113,2,0,79,20130113
132,Ambanganga,20130113,2,0,132,20130113
224,Ambanpola,20130113,2,1,224,20130113
51,Ampara,20130113,2,0,51,20130113
228,Anamaduwa,20130113,2,2,228,20130113
159,Angunakolapalessa,20130113,2,0,159,20130113
61,Anuradhapu,20130113,2,12,61,20130113
255,Arachchikattuwa,20130113,2,3,255,20130113
205,Aranayaka,20130113,2,1,205,20130113
47,Arayampathy,20130113,2,0,47,20130113
146,Attanagalla,20130113,2,13,146,20130113
6,Aturaliya,20130113,2,0,6,20130113
144,Ayagama,20130113,2,0,144,20130113
253,Badalkumbura,20130113,2,0,253,20130113
200,Baddegama,20130113,2,0,200,20130113
280,Badulla,20130113,2,0,280,20130113
240,Balangoda,20130113,2,2,240,20130113
251,Balapitiya,20130113,2,0,251,20130113
204,Bambaradeniya,20130113,2,1,204,20130113
194,Bamuna,20130113,2,1,194,20130113
2,Bandaragama,20130113,2,2,2,20130113
168,Bandarawela,20130113,2,0,168,20130113
134,Batticaloa,20130113,2,4,134,20130113
232,Beliatta,20130113,2,2,232,20130113
18,Beruwala(North),20130113,2,4,18,20130113
50,Bibile,20130113,2,1,50,20130113
199,Bingiriya,20130113,2,0,199,20130113
3,Biyagama,20130113,2,3,3,20130113
241,Bogawanthalawa,20130113,2,0,241,20130113
230,Bope-(Podd,20130113,2,5,230,20130113
298,Boralesgamuwa,20130113,2,4,298,20130113
265,Bulathkohupitiya,20130113,2,3,265,20130113
314,Bulathsinhala,20130113,2,0,314,20130113
23,Buttala,20130113,2,0,23,20130113
262,Chankanai,20130113,2,0,262,20130113
