mohID,mohName,dtg,week,casesCount,spatialGranule,temporalGranule
259,Addalaiche,20130728,30,2,259,20130728
29,Agalawatta,20130728,30,1,29,20130728
45,Akkaraipattu,20130728,30,0,45,20130728
183,Akmeemana,20130728,30,1,183,20130728
226,Akurana,20130728,30,1,226,20130728
77,Akuressa,20130728,30,0,77,20130728
44,Alaiyadivembu,20130728,30,0,44,20130728
213,Alawwa,20130728,30,1,213,20130728
90,Ambagamuwa,20130728,30,0,90,20130728
14,Ambalangoda,20130728,30,2,14,20130728
79,Ambalantota,20130728,30,0,79,20130728
132,Ambanganga,20130728,30,1,132,20130728
224,Ambanpola,20130728,30,0,224,20130728
51,Ampara,20130728,30,0,51,20130728
228,Anamaduwa,20130728,30,0,228,20130728
159,Angunakolapalessa,20130728,30,2,159,20130728
61,Anuradhapu,20130728,30,1,61,20130728
255,Arachchikattuwa,20130728,30,0,255,20130728
205,Aranayaka,20130728,30,8,205,20130728
47,Arayampathy,20130728,30,5,47,20130728
146,Attanagalla,20130728,30,6,146,20130728
6,Aturaliya,20130728,30,1,6,20130728
144,Ayagama,20130728,30,2,144,20130728
253,Badalkumbura,20130728,30,0,253,20130728
200,Baddegama,20130728,30,2,200,20130728
280,Badulla,20130728,30,6,280,20130728
240,Balangoda,20130728,30,0,240,20130728
251,Balapitiya,20130728,30,2,251,20130728
204,Bambaradeniya,20130728,30,1,204,20130728
194,Bamuna,20130728,30,0,194,20130728
2,Bandaragama,20130728,30,3,2,20130728
168,Bandarawela,20130728,30,0,168,20130728
134,Batticaloa,20130728,30,2,134,20130728
232,Beliatta,20130728,30,0,232,20130728
18,Beruwala(North),20130728,30,7,18,20130728
50,Bibile,20130728,30,0,50,20130728
199,Bingiriya,20130728,30,1,199,20130728
3,Biyagama,20130728,30,11,3,20130728
241,Bogawanthalawa,20130728,30,0,241,20130728
230,Bope-(Podd,20130728,30,3,230,20130728
298,Boralesgamuwa,20130728,30,5,298,20130728
265,Bulathkohupitiya,20130728,30,0,265,20130728
314,Bulathsinhala,20130728,30,4,314,20130728
23,Buttala,20130728,30,0,23,20130728
262,Chankanai,20130728,30,0,262,20130728
37,Chavakachcheri,20130728,30,0,37,20130728
177,Cheddikulam,20130728,30,1,177,20130728
12,Chenkaladi,20130728,30,1,12,20130728
153,Chilaw,20130728,30,0,153,20130728
49,Damana,20130728,30,0,49,20130728
180,Dambulla,20130728,30,0,180,20130728
284,Dankotuwa,20130728,30,1,284,20130728
133,Dehiattakandiya,20130728,30,2,133,20130728
71,Dehiowita,20130728,30,1,71,20130728
173,Dehiwala,20130728,30,40,173,20130728
267,Deraniyagala,20130728,30,2,267,20130728
289,Devinuwara,20130728,30,0,289,20130728
248,Dikwella,20130728,30,2,248,20130728
147,Dimbulagal,20130728,30,3,147,20130728
222,Divitura/W,20130728,30,1,222,20130728
140,Dodamgoda,20130728,30,1,140,20130728
89,Doluwa,20130728,30,1,89,20130728
216,Dompe,20130728,30,6,216,20130728
119,Duvilipitiya,20130728,30,2,119,20130728
229,Eheliyagoda,20130728,30,6,229,20130728
157,Elahera,20130728,30,0,157,20130728
143,Elapatha,20130728,30,1,143,20130728
169,Ella,20130728,30,1,169,20130728
221,Elpitiya,20130728,30,4,221,20130728
264,Embilipitiya,20130728,30,2,264,20130728
106,Eravoor,20130728,30,0,106,20130728
283,Galagedara,20130728,30,1,283,20130728
91,Galaha,20130728,30,2,91,20130728
268,Galenbindunuwewa,20130728,30,0,268,20130728
167,Galewela,20130728,30,0,167,20130728
107,Galgamuwa,20130728,30,0,107,20130728
212,Galigamuwa,20130728,30,0,212,20130728
15,Galnewa,20130728,30,0,15,20130728
189,Gampaha,20130728,30,10,189,20130728
165,Gampola(Ud,20130728,30,2,165,20130728
72,Ganewatta,20130728,30,1,72,20130728
100,Gangawatakorale,20130728,30,0,100,20130728
56,Girandurukotte,20130728,30,1,56,20130728
286,Giribawa,20130728,30,0,286,20130728
174,Godakawela,20130728,30,3,174,20130728
31,Gomarankadawala,20130728,30,0,31,20130728
43,Gonapinuwala,20130728,30,3,43,20130728
182,Habaraduwa,20130728,30,1,182,20130728
192,Hakmana,20130728,30,0,192,20130728
148,Haldummull,20130728,30,0,148,20130728
116,Hali-Ela,20130728,30,2,116,20130728
80,Hambantota,20130728,30,1,80,20130728
275,Hanguranketha,20130728,30,1,275,20130728
278,Hanwella,20130728,30,3,278,20130728
149,Haputale,20130728,30,2,149,20130728
84,Hasalaka(M,20130728,30,0,84,20130728
282,Hataraliyadda,20130728,30,1,282,20130728
42,Hikkaduwa,20130728,30,1,42,20130728
190,Hingurakgoda,20130728,30,5,190,20130728
101,Homagama,20130728,30,1,101,20130728
163,Horana,20130728,30,1,163,20130728
102,Horowpatha,20130728,30,1,102,20130728
276,Ibbagamuwa,20130728,30,1,276,20130728
