"moh_id","moh",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
190,"Hingurakgoda",1,1,0,8,5,4,3,5,2,1,4,1,4,5,0,8,4,2,5,0,1,3,0,2,1,1,0,4,3,5,7,2,4,5,0,1,2,1,0,0,5,2,7,0,2,6,6,0,3,5,3,0,144
101,"Homagama",6,6,10,4,3,7,5,14,0,17,2,14,3,7,8,1,4,4,6,11,5,5,2,2,3,4,8,6,8,1,13,8,11,9,7,11,8,2,7,0,12,2,6,2,7,6,15,5,11,15,14,2,349
163,"Horana",1,0,1,3,1,0,2,5,1,1,0,2,1,4,1,0,4,3,0,1,1,0,2,0,4,0,1,5,0,1,3,4,4,1,2,2,0,0,0,0,2,2,1,1,1,2,4,3,3,1,3,0,84
102,"Horowpatha",0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,13
276,"Ibbagamuwa",9,8,8,5,6,9,3,5,2,3,0,3,0,5,0,2,0,2,1,0,1,2,1,1,4,1,1,3,0,1,2,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,1,3,4,3,1,2,108
76,"Imaduwa",0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,16
239,"Imbulpe",2,0,2,0,0,1,1,2,0,2,1,3,0,4,4,3,2,0,1,0,0,0,1,0,1,0,3,1,0,2,1,1,4,0,0,3,2,0,3,1,0,2,1,0,3,1,3,0,0,3,2,1,67
67,"Induruwa",0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,2,2,2,1,1,1,2,0,3,1,1,2,2,1,0,1,1,2,1,1,2,2,0,0,1,1,1,0,1,0,1,1,0,0,3,6,52
292,"Ingiriya",2,1,0,0,2,1,0,1,0,1,2,1,0,3,0,0,0,2,1,4,1,3,0,1,2,1,1,0,1,0,0,1,0,3,0,1,0,3,0,0,0,0,0,0,2,0,1,0,1,0,2,1,46
16,"Ipalogama",1,1,2,1,0,0,1,1,1,3,1,0,0,1,0,0,2,3,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,31
296,"Irakkamam",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
65,"Ja ela",16,4,15,7,5,4,4,4,1,7,3,3,7,4,0,0,3,2,5,1,1,1,4,1,2,2,9,5,7,5,14,2,4,2,3,4,2,3,2,2,0,3,1,8,0,3,2,10,6,3,3,5,214
4,"Kaduwela",14,13,15,12,16,14,23,11,22,14,11,20,3,34,17,10,15,32,25,11,13,14,14,21,16,19,23,20,18,20,29,12,8,20,17,33,12,25,26,25,12,23,37,11,19,18,38,40,33,14,22,15,999
104,"Kahatagasd",0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,2,3,2,0,20
175,"Kahawaththa",0,1,2,0,0,0,0,0,1,0,1,1,1,3,0,1,1,0,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,24
141,"Kalawana",1,0,1,0,1,0,0,2,0,2,0,0,1,2,0,1,0,3,2,1,2,1,1,0,0,0,2,0,1,1,0,2,1,1,2,1,0,0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,38
260,"Kalmunai",1,4,6,3,9,9,1,26,6,10,0,7,3,2,0,2,1,0,0,2,2,6,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,109
