mohID,mohName,dtg,week,casesCount,spatialGranule,temporalGranule
259,ADDACHCHENAI,20130915,37,0,259,20130915
29,AGALAWATTA,20130915,37,1,29,20130915
45,AKKARAIPATTU,20130915,37,0,45,20130915
183,AKMEEMANA,20130915,37,0,183,20130915
226,AKURANA,20130915,37,0,226,20130915
77,AKURESSA,20130915,37,1,77,20130915
44,ALAYADIVEMBU,20130915,37,0,44,20130915
213,ALAWWA,20130915,37,2,213,20130915
90,AMBAGAMUWA,20130915,37,0,90,20130915
14,AMBALANGODA,20130915,37,1,14,20130915
79,AMBALANTOTA,20130915,37,2,79,20130915
132,AMBANGANGA KORALE,20130915,37,0,132,20130915
224,Ambanpola,20130915,37,1,224,20130915
51,AMPARA,20130915,37,2,51,20130915
228,Anamaduwa,20130915,37,0,228,20130915
159,ANGUNUKOLAPELES,20130915,37,2,159,20130915
61,Anuradhapura,20130915,37,0,61,20130915
255,Arachchikattuwa,20130915,37,0,255,20130915
205,ARANAYAKA,20130915,37,2,205,20130915
47,ARAYAMPATHY,20130915,37,2,47,20130915
146,ATTANAGALLA,20130915,37,6,146,20130915
6,ATHURALIYA,20130915,37,1,6,20130915
144,AYAGAMA,20130915,37,1,144,20130915
253,Badalkumbura,20130915,37,1,253,20130915
200,BADDEGAMA,20130915,37,0,200,20130915
280,Badulla,20130915,37,3,280,20130915
240,BALANGODA,20130915,37,2,240,20130915
251,BALAPITIYA,20130915,37,1,251,20130915
204,BAMBARADENIYA,20130915,37,1,204,20130915
194,Bamunukotuwa,20130915,37,0,194,20130915
2,BANDARAGAMA,20130915,37,3,2,20130915
168,Bandarawela,20130915,37,0,168,20130915
134,BATTICALOA,20130915,37,1,134,20130915
232,BELIATTA,20130915,37,0,232,20130915
18,BERUWALA,20130915,37,5,18,20130915
50,Bibila,20130915,37,0,50,20130915
199,Bingiriya,20130915,37,1,199,20130915
3,BIYAGAMA,20130915,37,4,3,20130915
241,BOGAWANTHALAWA,20130915,37,0,241,20130915
230,BOPE-PODDALA,20130915,37,4,230,20130915
298,BORALESGAMUWA,20130915,37,6,298,20130915
265,BULATHKOHUPITIYA,20130915,37,3,265,20130915
314,BULATHSINHALA,20130915,37,0,314,20130915
23,Buttala,20130915,37,0,23,20130915
262,CHANKANAI,20130915,37,0,262,20130915
37,CHAVAKACHCHERI,20130915,37,0,37,20130915
177,CHEDDIKULAM,20130915,37,0,177,20130915
12,CHENKALADY,20130915,37,0,12,20130915
153,Chilaw,20130915,37,3,153,20130915
49,DAMANA,20130915,37,2,49,20130915
180,DAMBULLA,20130915,37,0,180,20130915
284,Dankotuwa,20130915,37,3,284,20130915
133,DEHIYATHAKANDIYA,20130915,37,2,133,20130915
71,DEHIOVITA,20130915,37,0,71,20130915
173,DEHIWALA,20130915,37,23,173,20130915
267,DERANIYAGALA,20130915,37,0,267,20130915
289,DEVINUWARA,20130915,37,0,289,20130915
248,DICKWELLA,20130915,37,0,248,20130915
147,DIMBULAGALA,20130915,37,5,147,20130915
222,WELIVITIYA-DIVITHURA,20130915,37,0,222,20130915
140,Dodamgoda,20130915,37,2,140,20130915
89,DOLUWA,20130915,37,1,89,20130915
216,DOMPE,20130915,37,3,216,20130915
119,DIVULAPITIYA,20130915,37,6,119,20130915
229,EHELIYAGODA,20130915,37,2,229,20130915
157,ELAHERA,20130915,37,0,157,20130915
143,ELAPATHA,20130915,37,2,143,20130915
169,Ella,20130915,37,0,169,20130915
221,ELPITIYA,20130915,37,1,221,20130915
264,EMBILIPITIYA,20130915,37,0,264,20130915
106,ERAVUR,20130915,37,0,106,20130915
283,Galagedara,20130915,37,0,283,20130915
91,PATHAHEWAHETA,20130915,37,0,91,20130915
268,GALENBIDUNUWAWE,20130915,37,0,268,20130915
167,GALEWELA,20130915,37,1,167,20130915
107,Galgamuwa,20130915,37,3,107,20130915
212,GALIGAMUWA,20130915,37,3,212,20130915
15,GALNEWA,20130915,37,0,15,20130915
189,GAMPAHA,20130915,37,8,189,20130915
165,UDAPALATHA,20130915,37,2,165,20130915
72,Ganewatta,20130915,37,2,72,20130915
100,GANGA IHALA KORALE,20130915,37,1,100,20130915
56,Girandurukotte,20130915,37,0,56,20130915
286,Giribawa,20130915,37,2,286,20130915
174,GODAKAWELA,20130915,37,0,174,20130915
31,GORAMANKADAWELA,20130915,37,0,31,20130915
43,GONAPINUWALA,20130915,37,0,43,20130915
182,HABARADUWA,20130915,37,1,182,20130915
192,HAKMANA,20130915,37,0,192,20130915
148,Haldummulla,20130915,37,1,148,20130915
116,Haliela,20130915,37,2,116,20130915
80,HAMBANTOTA,20130915,37,1,80,20130915
275,HANGURANKETHA,20130915,37,0,275,20130915
278,HANWELLA,20130915,37,1,278,20130915
149,Haputhale,20130915,37,0,149,20130915
84,Hasalaka,20130915,37,1,84,20130915
282,HATHARALIYADDA,20130915,37,1,282,20130915
42,HIKKADUWA,20130915,37,0,42,20130915
190,HINGURAKGODA,20130915,37,2,190,20130915
101,HOMAGAMA,20130915,37,8,101,20130915
163,HORANA,20130915,37,0,163,20130915
102,HOROWPOTHANA,20130915,37,0,102,20130915
276,Ibbagamuwa,20130915,37,0,276,20130915
76,IMADUWA,20130915,37,0,76,20130915
239,IMBULPE,20130915,37,2,239,20130915
