mohID,mohName,dtg,week,casesCount,spatialGranule,temporalGranule
259,ADDACHCHENAI,20130602,22,0,259,20130602
29,AGALAWATTA,20130602,22,4,29,20130602
45,AKKARAIPATTU,20130602,22,0,45,20130602
183,AKMEEMANA,20130602,22,0,183,20130602
226,AKURANA,20130602,22,1,226,20130602
77,AKURESSA,20130602,22,0,77,20130602
44,ALAYADIVEMBU,20130602,22,0,44,20130602
213,ALAWWA,20130602,22,4,213,20130602
90,AMBAGAMUWA,20130602,22,0,90,20130602
14,AMBALANGODA,20130602,22,0,14,20130602
79,AMBALANTOTA,20130602,22,0,79,20130602
132,AMBANGANGA KORALE,20130602,22,0,132,20130602
224,Ambanpola,20130602,22,1,224,20130602
51,AMPARA,20130602,22,2,51,20130602
228,Anamaduwa,20130602,22,1,228,20130602
159,ANGUNUKOLAPELES,20130602,22,0,159,20130602
61,Anuradhapura,20130602,22,0,61,20130602
255,Arachchikattuwa,20130602,22,2,255,20130602
205,ARANAYAKA,20130602,22,3,205,20130602
47,ARAYAMPATHY,20130602,22,1,47,20130602
146,ATTANAGALLA,20130602,22,2,146,20130602
6,ATHURALIYA,20130602,22,0,6,20130602
144,AYAGAMA,20130602,22,10,144,20130602
253,Badalkumbura,20130602,22,1,253,20130602
200,BADDEGAMA,20130602,22,0,200,20130602
280,Badulla,20130602,22,7,280,20130602
240,BALANGODA,20130602,22,1,240,20130602
251,BALAPITIYA,20130602,22,0,251,20130602
204,BAMBARADENIYA,20130602,22,1,204,20130602
194,Bamunukotuwa,20130602,22,2,194,20130602
2,BANDARAGAMA,20130602,22,2,2,20130602
168,Bandarawela,20130602,22,0,168,20130602
134,BATTICALOA,20130602,22,1,134,20130602
232,BELIATTA,20130602,22,0,232,20130602
18,BERUWALA,20130602,22,10,18,20130602
50,Bibila,20130602,22,0,50,20130602
199,Bingiriya,20130602,22,3,199,20130602
3,BIYAGAMA,20130602,22,3,3,20130602
241,BOGAWANTHALAWA,20130602,22,0,241,20130602
230,BOPE-PODDALA,20130602,22,1,230,20130602
298,BORALESGAMUWA,20130602,22,2,298,20130602
265,BULATHKOHUPITIYA,20130602,22,2,265,20130602
314,BULATHSINHALA,20130602,22,2,314,20130602
23,Buttala,20130602,22,0,23,20130602
262,CHANKANAI,20130602,22,0,262,20130602
37,CHAVAKACHCHERI,20130602,22,0,37,20130602
177,CHEDDIKULAM,20130602,22,0,177,20130602
12,CHENKALADY,20130602,22,1,12,20130602
153,Chilaw,20130602,22,0,153,20130602
49,DAMANA,20130602,22,0,49,20130602
180,DAMBULLA,20130602,22,0,180,20130602
284,Dankotuwa,20130602,22,1,284,20130602
133,DEHIYATHAKANDIYA,20130602,22,1,133,20130602
71,DEHIOVITA,20130602,22,1,71,20130602
173,DEHIWALA,20130602,22,17,173,20130602
267,DERANIYAGALA,20130602,22,0,267,20130602
289,DEVINUWARA,20130602,22,0,289,20130602
248,DICKWELLA,20130602,22,0,248,20130602
147,DIMBULAGALA,20130602,22,1,147,20130602
222,WELIVITIYA-DIVITHURA,20130602,22,2,222,20130602
140,Dodamgoda,20130602,22,3,140,20130602
89,DOLUWA,20130602,22,0,89,20130602
216,DOMPE,20130602,22,3,216,20130602
119,DIVULAPITIYA,20130602,22,4,119,20130602
229,EHELIYAGODA,20130602,22,4,229,20130602
157,ELAHERA,20130602,22,0,157,20130602
143,ELAPATHA,20130602,22,5,143,20130602
169,Ella,20130602,22,0,169,20130602
221,ELPITIYA,20130602,22,2,221,20130602
264,EMBILIPITIYA,20130602,22,3,264,20130602
106,ERAVUR,20130602,22,0,106,20130602
283,Galagedara,20130602,22,1,283,20130602
91,PATHAHEWAHETA,20130602,22,0,91,20130602
268,GALENBIDUNUWAWE,20130602,22,0,268,20130602
167,GALEWELA,20130602,22,0,167,20130602
107,Galgamuwa,20130602,22,4,107,20130602
212,GALIGAMUWA,20130602,22,0,212,20130602
15,GALNEWA,20130602,22,1,15,20130602
189,GAMPAHA,20130602,22,4,189,20130602
165,UDAPALATHA,20130602,22,7,165,20130602
72,Ganewatta,20130602,22,0,72,20130602
100,GANGA IHALA KORALE,20130602,22,0,100,20130602
56,Girandurukotte,20130602,22,0,56,20130602
286,Giribawa,20130602,22,0,286,20130602
174,GODAKAWELA,20130602,22,3,174,20130602
31,GORAMANKADAWELA,20130602,22,0,31,20130602
43,GONAPINUWALA,20130602,22,0,43,20130602
182,HABARADUWA,20130602,22,4,182,20130602
192,HAKMANA,20130602,22,0,192,20130602
148,Haldummulla,20130602,22,1,148,20130602
116,Haliela,20130602,22,0,116,20130602
80,HAMBANTOTA,20130602,22,0,80,20130602
275,HANGURANKETHA,20130602,22,1,275,20130602
278,HANWELLA,20130602,22,0,278,20130602
149,Haputhale,20130602,22,0,149,20130602
84,Hasalaka,20130602,22,1,84,20130602
282,HATHARALIYADDA,20130602,22,0,282,20130602
42,HIKKADUWA,20130602,22,1,42,20130602
190,HINGURAKGODA,20130602,22,3,190,20130602
101,HOMAGAMA,20130602,22,5,101,20130602
163,HORANA,20130602,22,0,163,20130602
102,HOROWPOTHANA,20130602,22,0,102,20130602
276,Ibbagamuwa,20130602,22,2,276,20130602
76,IMADUWA,20130602,22,1,76,20130602
239,IMBULPE,20130602,22,0,239,20130602
67,BENTOTA,20130602,22,1,67,20130602
292,INGIRIYA,20130602,22,3,292,20130602
16,IPALOGAMA,20130602,22,0,16,20130602
296,IRAKKAMAM,20130602,22,0,296,20130602
65,JA-ELA,20130602,22,1,65,20130602
4,KADUWELA,20130602,22,14,4,20130602
104,KAHATAGASDIGILIYA,20130602,22,1,104,20130602
175,KAHAWATHTHA,20130602,22,1,175,20130602
141,KALAWANA,20130602,22,1,141,20130602
260,KALMUNAI SOUTH ( MUSLIM DIV ),20130602,22,6,260,20130602
7,Kalpitiya,20130602,22,1,7,20130602
1,KALUTARA,20130602,22,5,1,20130602
238,KALUWANCHIKUDY,20130602,22,1,238,20130602
171,KAMBURUPITIYA,20130602,22,0,171,20130602
92,Kandaketiya,20130602,22,1,92,20130602
110,KANDAWALAI,20130602,22,1,110,20130602
294,KANTHALE,20130602,22,0,294,20130602
263,KARAITHIVU,20130602,22,0,263,20130602
223,KARANDENIYA,20130602,22,0,223,20130602
36,KARAVEDDY,20130602,22,0,36,20130602
9,Karuwalagaswewa,20130602,22,0,9,20130602
105,KATANA,20130602,22,1,105,20130602
234,Kataragama,20130602,22,0,234,20130602
46,KATTANKUDY,20130602,22,2,46,20130602
96,KATUWANA,20130602,22,1,96,20130602
279,KAYTS,20130602,22,1,279,20130602
103,KEBITHIGOLLEWA,20130602,22,0,103,20130602
242,KEGALLE,20130602,22,0,242,20130602
246,KEKIRAWA,20130602,22,0,246,20130602
41,KELANIYA,20130602,22,4,41,20130602
203,KILINOCHCHI,20130602,22,0,203,20130602
256,KINNIYA,20130602,22,0,256,20130602
11,KIRAN,20130602,22,0,11,20130602
293,KIRIELLA,20130602,22,2,293,20130602
249,KIRINDA PUHULWELLA,20130602,22,0,249,20130602
258,Kobeigane,20130602,22,2,258,20130602
70,KOLONNAWA,20130602,22,4,70,20130602
197,KOLONNA,20130602,22,2,197,20130602
35,KOPAY,20130602,22,1,35,20130602
40,KOTAGALA,20130602,22,0,40,20130602
137,KOTAPOLA,20130602,22,5,137,20130602
48,Kotawehera,20130602,22,3,48,20130602
38,KOTHMALE,20130602,22,0,38,20130602
218,PITAKOTTE,20130602,22,1,218,20130602
32,KUCHCHAVELI,20130602,22,0,32,20130602
247,Kuliyapitiya,20130602,22,0,247,20130602
277,KUNDASALE,20130602,22,1,277,20130602
307,CMC,20130602,22,3,307,20130602
207,Kurunegala,20130602,22,3,207,20130602
271,KURUWITA,20130602,22,8,271,20130602
85,LAGGALA-PALLEGAMA,20130602,22,0,85,20130602
98,LAHUGALA,20130602,22,0,98,20130602
187,LANKAPURA,20130602,22,0,187,20130602
313,LINDULA,20130602,22,0,313,20130602
188,Lunugala,20130602,22,1,188,20130602
128,LUNUGAMVEHERA,20130602,22,0,128,20130602
59,MADHU,20130602,22,0,59,20130602
139,MADURAWALA,20130602,22,1,139,20130602
54,MAHAOYA,20130602,22,0,54,20130602
112,MAHARA,20130602,22,10,112,20130602
33,MAHARAGAMA,20130602,22,3,33,20130602
290,Mahawewa,20130602,22,1,290,20130602
55,Mahiyanganaya,20130602,22,0,55,20130602
243,Mahawa,20130602,22,0,243,20130602
5,MALIMBADA,20130602,22,0,5,20130602
312,Mallawapitiya,20130602,22,0,312,20130602
301,MENIKHINNA,20130602,22,0,301,20130602
154,MANNAR TOWN,20130602,22,1,154,20130602
306,Marawila,20130602,22,0,306,20130602
272,MASKELIYA,20130602,22,0,272,20130602
123,MATALE,20130602,22,0,123,20130602
125,MATHURATA,20130602,22,0,125,20130602
68,MATHUGAMA,20130602,22,0,68,20130602
206,MAWANELLA,20130602,22,0,206,20130602
270,Mawathagama,20130602,22,2,270,20130602
69,BATTARAMULLA,20130602,22,45,69,20130602
58,MC - Dambulla,20130602,22,0,58,20130602
299,NEGAMBO,20130602,22,0,299,20130602
162,GALLE FOUR GRAVETS,20130602,22,5,162,20130602
185,JAFFNA,20130602,22,2,185,20130602
99,KANDY FOUR GRAVETS & GANGAWATA KORALE,20130602,22,5,99,20130602
295,MC-Kurunegala,20130602,22,0,295,20130602
25,MC-Matale,20130602,22,2,25,20130602
288,MATARA MC,20130602,22,0,288,20130602
124,NUWARA ELIYA MC,20130602,22,0,124,20130602
315,MEDADUMBARA,20130602,22,0,315,20130602
274,Medagama,20130602,22,1,274,20130602
236,MEDAWACHCHIYA,20130602,22,0,236,20130602
217,MEDIRIGIRIYA,20130602,22,1,217,20130602
118,Meegahakivula,20130602,22,0,118,20130602
131,MIRIGAMA,20130602,22,5,131,20130602
181,MIHINTALE,20130602,22,0,181,20130602
120,MINUWANGODA,20130602,22,3,120,20130602
130,Monaragala,20130602,22,0,130,20130602
254,MORATUWA,20130602,22,11,254,20130602
136,PITABEDDARA,20130602,22,2,136,20130602
170,MULATIYANA,20130602,22,0,170,20130602
231,MULLAITIVU,20130602,22,4,231,20130602
310,Mundalama,20130602,22,1,310,20130602
215,MUSALAI,20130602,22,0,215,20130602
13,MUTHUR,20130602,22,0,13,20130602
186,NALLUR,20130602,22,2,186,20130602
250,Narammala,20130602,22,4,250,20130602
285,Nattandiya,20130602,22,0,285,20130602
156,NAULA,20130602,22,0,156,20130602
261,NAVITHANVELI,20130602,22,1,261,20130602
39,PASBAGE KORALE,20130602,22,3,39,20130602
161,Nawalbase(,20130602,22,0,161,20130602
87,NELUWA,20130602,22,0,87,20130602
257,Nikaweratiya,20130602,22,1,257,20130602
320,NINTHAVUR,20130602,22,1,320,20130602
142,NIVITHIGALA,20130602,22,1,142,20130602
63,NIYAGAMA,20130602,22,0,63,20130602
121,NOCHCHIYAGAMA,20130602,22,0,121,20130602
164,NUGEGODA,20130602,22,6,164,20130602
281,NUWARA ELIYA,20130602,22,0,281,20130602
82,OTTAMAVADI,20130602,22,2,82,20130602
109,ODDUSUDDAN,20130602,22,0,109,20130602
311,OKEWELA,20130602,22,0,311,20130602
303,OPANAYAKA,20130602,22,1,303,20130602
21,PADAVI SRI PURA,20130602,22,0,21,20130602
20,PADAVIYA,20130602,22,0,20,20130602
53,PADIYATHALAWA,20130602,22,0,53,20130602
244,PADUKKA,20130602,22,0,244,20130602
297,PALAGALA,20130602,22,0,297,20130602
155,PALAI,20130602,22,0,155,20130602
28,PALINDANUWARA,20130602,22,5,28,20130602
309,Pallama,20130602,22,0,309,20130602
158,PALLEPOLA,20130602,22,1,158,20130602
0,PANADURA,20130602,22,9,0,20130602
126,Panduwasnuwara,20130602,22,0,126,20130602
88,Pannala,20130602,22,0,88,20130602
308,PANVILA,20130602,22,0,308,20130602
237,PASGODA,20130602,22,1,237,20130602
252,Passara,20130602,22,0,252,20130602
184,PELMADULLA,20130602,22,5,184,20130602
172,PILIYANDALA,20130602,22,4,172,20130602
201,POINT PEDRO,20130602,22,0,201,20130602
209,Polgahawela,20130602,22,2,209,20130602
73,Polpithigama,20130602,22,1,73,20130602
319,POOJAPITIYA,20130602,22,0,319,20130602
317,POONAKARY,20130602,22,0,317,20130602
97,POTTUVIL,20130602,22,2,97,20130602
225,MATARA PS,20130602,22,0,225,20130602
111,PUTHUKKUDIYIRUPPU,20130602,22,0,111,20130602
