mohID,mohName,dtg,week,casesCount,spatialGranule,temporalGranule
259,ADDACHCHENAI,20131013,41,0,259,20131013
29,AGALAWATTA,20131013,41,1,29,20131013
45,AKKARAIPATTU,20131013,41,0,45,20131013
183,AKMEEMANA,20131013,41,0,183,20131013
226,AKURANA,20131013,41,0,226,20131013
77,AKURESSA,20131013,41,1,77,20131013
44,ALAYADIVEMBU,20131013,41,0,44,20131013
213,ALAWWA,20131013,41,1,213,20131013
90,AMBAGAMUWA,20131013,41,1,90,20131013
14,AMBALANGODA,20131013,41,0,14,20131013
79,AMBALANTOTA,20131013,41,0,79,20131013
132,AMBANGANGA KORALE,20131013,41,0,132,20131013
224,Ambanpola,20131013,41,0,224,20131013
51,AMPARA,20131013,41,0,51,20131013
228,Anamaduwa,20131013,41,2,228,20131013
159,ANGUNUKOLAPELES,20131013,41,1,159,20131013
61,Anuradhapura,20131013,41,0,61,20131013
255,Arachchikattuwa,20131013,41,0,255,20131013
205,ARANAYAKA,20131013,41,7,205,20131013
47,ARAYAMPATHY,20131013,41,0,47,20131013
146,ATTANAGALLA,20131013,41,1,146,20131013
6,ATHURALIYA,20131013,41,0,6,20131013
144,AYAGAMA,20131013,41,0,144,20131013
253,Badalkumbura,20131013,41,1,253,20131013
200,BADDEGAMA,20131013,41,0,200,20131013
280,Badulla,20131013,41,1,280,20131013
240,BALANGODA,20131013,41,1,240,20131013
251,BALAPITIYA,20131013,41,0,251,20131013
204,BAMBARADENIYA,20131013,41,1,204,20131013
194,Bamunukotuwa,20131013,41,1,194,20131013
2,BANDARAGAMA,20131013,41,2,2,20131013
168,Bandarawela,20131013,41,0,168,20131013
134,BATTICALOA,20131013,41,1,134,20131013
232,BELIATTA,20131013,41,0,232,20131013
18,BERUWALA,20131013,41,1,18,20131013
50,Bibila,20131013,41,0,50,20131013
199,Bingiriya,20131013,41,1,199,20131013
3,BIYAGAMA,20131013,41,1,3,20131013
241,BOGAWANTHALAWA,20131013,41,0,241,20131013
230,BOPE-PODDALA,20131013,41,1,230,20131013
298,BORALESGAMUWA,20131013,41,4,298,20131013
265,BULATHKOHUPITIYA,20131013,41,0,265,20131013
314,BULATHSINHALA,20131013,41,1,314,20131013
23,Buttala,20131013,41,1,23,20131013
262,CHANKANAI,20131013,41,0,262,20131013
37,CHAVAKACHCHERI,20131013,41,0,37,20131013
177,CHEDDIKULAM,20131013,41,0,177,20131013
12,CHENKALADY,20131013,41,3,12,20131013
153,Chilaw,20131013,41,2,153,20131013
49,DAMANA,20131013,41,1,49,20131013
180,DAMBULLA,20131013,41,0,180,20131013
284,Dankotuwa,20131013,41,2,284,20131013
133,DEHIYATHAKANDIYA,20131013,41,0,133,20131013
71,DEHIOVITA,20131013,41,2,71,20131013
173,DEHIWALA,20131013,41,8,173,20131013
267,DERANIYAGALA,20131013,41,1,267,20131013
289,DEVINUWARA,20131013,41,0,289,20131013
248,DICKWELLA,20131013,41,0,248,20131013
147,DIMBULAGALA,20131013,41,2,147,20131013
222,WELIVITIYA-DIVITHURA,20131013,41,0,222,20131013
140,Dodamgoda,20131013,41,2,140,20131013
89,DOLUWA,20131013,41,0,89,20131013
216,DOMPE,20131013,41,3,216,20131013
119,DIVULAPITIYA,20131013,41,1,119,20131013
229,EHELIYAGODA,20131013,41,1,229,20131013
157,ELAHERA,20131013,41,0,157,20131013
143,ELAPATHA,20131013,41,1,143,20131013
169,Ella,20131013,41,0,169,20131013
221,ELPITIYA,20131013,41,0,221,20131013
264,EMBILIPITIYA,20131013,41,0,264,20131013
106,ERAVUR,20131013,41,2,106,20131013
283,Galagedara,20131013,41,0,283,20131013
91,PATHAHEWAHETA,20131013,41,0,91,20131013
268,GALENBIDUNUWAWE,20131013,41,0,268,20131013
167,GALEWELA,20131013,41,0,167,20131013
107,Galgamuwa,20131013,41,6,107,20131013
212,GALIGAMUWA,20131013,41,1,212,20131013
15,GALNEWA,20131013,41,1,15,20131013
189,GAMPAHA,20131013,41,14,189,20131013
165,UDAPALATHA,20131013,41,0,165,20131013
72,Ganewatta,20131013,41,0,72,20131013
100,GANGA IHALA KORALE,20131013,41,0,100,20131013
56,Girandurukotte,20131013,41,0,56,20131013
286,Giribawa,20131013,41,1,286,20131013
174,GODAKAWELA,20131013,41,0,174,20131013
31,GORAMANKADAWELA,20131013,41,0,31,20131013
43,GONAPINUWALA,20131013,41,0,43,20131013
182,HABARADUWA,20131013,41,0,182,20131013
192,HAKMANA,20131013,41,0,192,20131013
148,Haldummulla,20131013,41,0,148,20131013
116,Haliela,20131013,41,1,116,20131013
80,HAMBANTOTA,20131013,41,0,80,20131013
275,HANGURANKETHA,20131013,41,1,275,20131013
278,HANWELLA,20131013,41,0,278,20131013
149,Haputhale,20131013,41,0,149,20131013
84,Hasalaka,20131013,41,0,84,20131013
282,HATHARALIYADDA,20131013,41,0,282,20131013
42,HIKKADUWA,20131013,41,1,42,20131013
190,HINGURAKGODA,20131013,41,5,190,20131013
101,HOMAGAMA,20131013,41,12,101,20131013
163,HORANA,20131013,41,2,163,20131013
102,HOROWPOTHANA,20131013,41,0,102,20131013
276,Ibbagamuwa,20131013,41,1,276,20131013
76,IMADUWA,20131013,41,0,76,20131013
239,IMBULPE,20131013,41,0,239,20131013
67,BENTOTA,20131013,41,1,67,20131013
292,INGIRIYA,20131013,41,0,292,20131013
16,IPALOGAMA,20131013,41,2,16,20131013
296,IRAKKAMAM,20131013,41,0,296,20131013
65,JA-ELA,20131013,41,0,65,20131013
4,KADUWELA,20131013,41,12,4,20131013
104,KAHATAGASDIGILIYA,20131013,41,0,104,20131013
175,KAHAWATHTHA,20131013,41,0,175,20131013
141,KALAWANA,20131013,41,0,141,20131013
260,KALMUNAI SOUTH ( MUSLIM DIV ),20131013,41,0,260,20131013
7,Kalpitiya,20131013,41,0,7,20131013
1,KALUTARA,20131013,41,13,1,20131013
238,KALUWANCHIKUDY,20131013,41,0,238,20131013
171,KAMBURUPITIYA,20131013,41,1,171,20131013
92,Kandaketiya,20131013,41,0,92,20131013
110,KANDAWALAI,20131013,41,0,110,20131013
294,KANTHALE,20131013,41,0,294,20131013
263,KARAITHIVU,20131013,41,0,263,20131013
223,KARANDENIYA,20131013,41,0,223,20131013
36,KARAVEDDY,20131013,41,0,36,20131013
9,Karuwalagaswewa,20131013,41,1,9,20131013
105,KATANA,20131013,41,5,105,20131013
234,Kataragama,20131013,41,0,234,20131013
46,KATTANKUDY,20131013,41,0,46,20131013
96,KATUWANA,20131013,41,0,96,20131013
279,KAYTS,20131013,41,1,279,20131013
103,KEBITHIGOLLEWA,20131013,41,0,103,20131013
242,KEGALLE,20131013,41,2,242,20131013
246,KEKIRAWA,20131013,41,0,246,20131013
41,KELANIYA,20131013,41,1,41,20131013
203,KILINOCHCHI,20131013,41,0,203,20131013
256,KINNIYA,20131013,41,0,256,20131013
11,KIRAN,20131013,41,0,11,20131013
293,KIRIELLA,20131013,41,0,293,20131013
249,KIRINDA PUHULWELLA,20131013,41,0,249,20131013
258,Kobeigane,20131013,41,0,258,20131013
70,KOLONNAWA,20131013,41,17,70,20131013
197,KOLONNA,20131013,41,1,197,20131013
35,KOPAY,20131013,41,2,35,20131013
40,KOTAGALA,20131013,41,0,40,20131013
137,KOTAPOLA,20131013,41,1,137,20131013
48,Kotawehera,20131013,41,1,48,20131013
38,KOTHMALE,20131013,41,0,38,20131013
218,PITAKOTTE,20131013,41,3,218,20131013
32,KUCHCHAVELI,20131013,41,0,32,20131013
247,Kuliyapitiya,20131013,41,4,247,20131013
277,KUNDASALE,20131013,41,0,277,20131013
307,CMC,20131013,41,1,307,20131013
207,Kurunegala,20131013,41,1,207,20131013
271,KURUWITA,20131013,41,0,271,20131013
85,LAGGALA-PALLEGAMA,20131013,41,0,85,20131013
98,LAHUGALA,20131013,41,0,98,20131013
187,LANKAPURA,20131013,41,3,187,20131013
313,LINDULA,20131013,41,0,313,20131013
188,Lunugala,20131013,41,1,188,20131013
128,LUNUGAMVEHERA,20131013,41,0,128,20131013
59,MADHU,20131013,41,1,59,20131013
139,MADURAWALA,20131013,41,0,139,20131013
54,MAHAOYA,20131013,41,0,54,20131013
112,MAHARA,20131013,41,4,112,20131013
33,MAHARAGAMA,20131013,41,8,33,20131013
290,Mahawewa,20131013,41,0,290,20131013
55,Mahiyanganaya,20131013,41,1,55,20131013
243,Mahawa,20131013,41,3,243,20131013
5,MALIMBADA,20131013,41,0,5,20131013
312,Mallawapitiya,20131013,41,1,312,20131013
301,MENIKHINNA,20131013,41,1,301,20131013
154,MANNAR TOWN,20131013,41,0,154,20131013
306,Marawila,20131013,41,0,306,20131013
272,MASKELIYA,20131013,41,0,272,20131013
123,MATALE,20131013,41,0,123,20131013
125,MATHURATA,20131013,41,1,125,20131013
68,MATHUGAMA,20131013,41,0,68,20131013
206,MAWANELLA,20131013,41,3,206,20131013
270,Mawathagama,20131013,41,1,270,20131013
69,BATTARAMULLA,20131013,41,59,69,20131013
58,MC - Dambulla,20131013,41,0,58,20131013
299,NEGAMBO,20131013,41,13,299,20131013
162,GALLE FOUR GRAVETS,20131013,41,0,162,20131013
185,JAFFNA,20131013,41,1,185,20131013
99,KANDY FOUR GRAVETS & GANGAWATA KORALE,20131013,41,0,99,20131013
295,MC-Kurunegala,20131013,41,0,295,20131013
25,MC-Matale,20131013,41,0,25,20131013
288,MATARA MC,20131013,41,0,288,20131013
124,NUWARA ELIYA MC,20131013,41,0,124,20131013
315,MEDADUMBARA,20131013,41,0,315,20131013
274,Medagama,20131013,41,0,274,20131013
236,MEDAWACHCHIYA,20131013,41,0,236,20131013
217,MEDIRIGIRIYA,20131013,41,5,217,20131013
118,Meegahakivula,20131013,41,0,118,20131013
131,MIRIGAMA,20131013,41,4,131,20131013
181,MIHINTALE,20131013,41,1,181,20131013
120,MINUWANGODA,20131013,41,4,120,20131013
130,Monaragala,20131013,41,1,130,20131013
254,MORATUWA,20131013,41,7,254,20131013
136,PITABEDDARA,20131013,41,1,136,20131013
170,MULATIYANA,20131013,41,0,170,20131013
231,MULLAITIVU,20131013,41,3,231,20131013
310,Mundalama,20131013,41,0,310,20131013
215,MUSALAI,20131013,41,0,215,20131013
13,MUTHUR,20131013,41,0,13,20131013
186,NALLUR,20131013,41,3,186,20131013
250,Narammala,20131013,41,0,250,20131013
285,Nattandiya,20131013,41,1,285,20131013
156,NAULA,20131013,41,0,156,20131013
261,NAVITHANVELI,20131013,41,0,261,20131013
39,PASBAGE KORALE,20131013,41,2,39,20131013
161,Nawalbase(,20131013,41,0,161,20131013
87,NELUWA,20131013,41,0,87,20131013
257,Nikaweratiya,20131013,41,0,257,20131013
320,NINTHAVUR,20131013,41,1,320,20131013
142,NIVITHIGALA,20131013,41,1,142,20131013
63,NIYAGAMA,20131013,41,0,63,20131013
121,NOCHCHIYAGAMA,20131013,41,0,121,20131013
164,NUGEGODA,20131013,41,1,164,20131013
281,NUWARA ELIYA,20131013,41,0,281,20131013
82,OTTAMAVADI,20131013,41,0,82,20131013
109,ODDUSUDDAN,20131013,41,1,109,20131013
311,OKEWELA,20131013,41,0,311,20131013
303,OPANAYAKA,20131013,41,0,303,20131013
21,PADAVI SRI PURA,20131013,41,0,21,20131013
20,PADAVIYA,20131013,41,0,20,20131013
53,PADIYATHALAWA,20131013,41,1,53,20131013
244,PADUKKA,20131013,41,0,244,20131013
297,PALAGALA,20131013,41,0,297,20131013
155,PALAI,20131013,41,0,155,20131013
28,PALINDANUWARA,20131013,41,0,28,20131013
309,Pallama,20131013,41,0,309,20131013
158,PALLEPOLA,20131013,41,0,158,20131013
0,PANADURA,20131013,41,13,0,20131013
126,Panduwasnuwara,20131013,41,1,126,20131013
88,Pannala,20131013,41,1,88,20131013
308,PANVILA,20131013,41,0,308,20131013
237,PASGODA,20131013,41,0,237,20131013
252,Passara,20131013,41,0,252,20131013
184,PELMADULLA,20131013,41,0,184,20131013
172,PILIYANDALA,20131013,41,9,172,20131013
201,POINT PEDRO,20131013,41,0,201,20131013
209,Polgahawela,20131013,41,1,209,20131013
73,Polpithigama,20131013,41,1,73,20131013
319,POOJAPITIYA,20131013,41,1,319,20131013
317,POONAKARY,20131013,41,0,317,20131013
97,POTTUVIL,20131013,41,0,97,20131013
225,MATARA PS,20131013,41,0,225,20131013
111,PUTHUKKUDIYIRUPPU,20131013,41,0,111,20131013
8,Puttalam,20131013,41,0,8,20131013
115,RAGALA,20131013,41,0,115,20131013
19,RAGAMA,20131013,41,4,19,20131013
122,RAJANGANAYA,20131013,41,1,122,20131013
210,RAMBEWA,20131013,41,0,210,20131013
208,RAMBUKKANA,20131013,41,0,208,20131013
95,RATNAPURA,20131013,41,0,95,20131013
26,RATTOTA,20131013,41,0,26,20131013
57,Rideemaliyadda,20131013,41,1,57,20131013
269,Rideegama,20131013,41,1,269,20131013
145,RUWANWELLA,20131013,41,2,145,20131013
318,SAINTHAMARUTHU,20131013,41,0,318,20131013
300,SAMMANTHURAI,20131013,41,1,300,20131013
22,WELIOYA,20131013,41,0,22,20131013
151,SANDILIPAY,20131013,41,1,151,20131013
66,SEEDUWA,20131013,41,1,66,20131013
179,SERUVILA,20131013,41,0,179,20131013
291,Sevanagala,20131013,41,1,291,20131013
129,Siyambalanduwa,20131013,41,0,129,20131013
127,SOORIYAWEWA,20131013,41,0,127,20131013
113,Talatu-Oya,20131013,41,1,113,20131013
235,Thanamalwila,20131013,41,0,235,20131013
233,TANGALLE,20131013,41,0,233,20131013
64,THAWALAMA,20131013,41,0,64,20131013
152,TELLIPALAI,20131013,41,0,152,20131013
60,THALAWA,20131013,41,0,60,20131013
195,THAMANKADUWA,20131013,41,3,195,20131013
108,THAMBUTTEGAMA,20131013,41,1,108,20131013
302,THAMPALAGAMAM,20131013,41,0,302,20131013
287,THIHAGODA,20131013,41,0,287,20131013
17,THIRAPPANE,20131013,41,0,17,20131013
138,THIRUKKOVIL,20131013,41,0,138,20131013
10,Thunukkai-,20131013,41,0,10,20131013
202,TISSAMAHARAMA,20131013,41,1,202,20131013
160,TRINCOMALEE,20131013,41,0,160,20131013
245,Udubaddawa,20131013,41,0,245,20131013
93,UDADUMBARA,20131013,41,0,93,20131013
62,NAGODA,20131013,41,0,62,20131013
219,UDUNUWARA,20131013,41,1,219,20131013
94,UDUVIL,20131013,41,2,94,20131013
