stationID,stationName,observedValue,dtg,spatialGranule,temporalGranule
01KG0329,MELLAWA ESTATE,6.4,20130919,01KG0329,20130919
01BD0545,WEWESSA ESTATE,0.0,20130919,01BD0545,20130919
01RT196A,KALAWANA MINI HYDRO,17.3,20130919,01RT196A,20130919
01PU313A,MARAWILA,3.5,20130919,01PU313A,20130919
01KG175A,IBBAGAMUWA,18.2,20130919,01KG175A,20130919
01KG0326,MEDIYAWA TANK,0.0,20130919,01KG0326,20130919
01PL0340,MINNERIYA TANK,0.0,20130919,01PL0340,20130919
01PL224A,KAUDULLA WEWA,0.0,20130919,01PL224A,20130919
01MU357A,MUTU IYANKADDU,0.0,20130919,01MU357A,20130919
01AM0459,SAGAMAM TANK,0.0,20130919,01AM0459,20130919
01JF0425,POINT PEDRO,0.0,20130919,01JF0425,20130919
01KE0544,WEWELTALAWA ESTATE,12.1,20130919,01KE0544,20130919
01CB0268,LABUGAMA TANK,0.9,20130919,01CB0268,20130919
01PL538C,WELIKANDA SINGHAPURA,0.0,20130919,01PL538C,20130919
01AN104A,EHETUGASWEWA,0.0,20130919,01AN104A,20130919
01KT0200,KALUTARA-P.W.D.,6.1,20130919,01KT0200,20130919
01AM0012,AMPARAI TANK,0.0,20130919,01AM0012,20130919
01KG0532,WARIYAPOLA EXPTL.STATION,0.0,20130919,01KG0532,20130919
01MG540A,WELLAWAYA,0.0,20130919,01MG540A,20130919
01GL0030,BADDEGAMA ESTATE,2.7,20130919,01GL0030,20130919
01KG407A,PANNALA VIRIDIYAWA EST,6.2,20130919,01KG407A,20130919
01MU0216,KANNUKKENI TANK,0.0,20130919,01MU0216,20130919
01KG469A,SIYAMBALANGAMUWA,0.0,20130919,01KG469A,20130919
01KI0183,IRANAMADU TANK,0.0,20130919,01KI0183,20130919
01AM001E,ADDALACHENAI,0.0,20130919,01AM001E,20130919
01GM0011,AMBEPUSSA GOVT FARM,0.0,20130919,01GM0011,20130919
01GL0267,LABUDUWA,0.5,20130919,01GL0267,20130919
01RT042C,BELIHULOYA,0.0,20130919,01RT042C,20130919
01PU0065,CHILAW-P.W.D,0.0,20130919,01PU0065,20130919
01CB0025,AVISSAWELLA ESTATE,2.2,20130919,01CB0025,20130919
01CB0150,HANWELLA GROUP,0.0,20130919,01CB0150,20130919
01GM0373,NEGOMBO,8.6,20130919,01GM0373,20130919
01RT0435,PUSSELLA S.P.,10.0,20130919,01RT0435,20130919
01BT197B,KALKUDAH,0.0,20130919,01BT197B,20130919
01NE506B,UDARADELLA,23.4,20130919,01NE506B,20130919
01AM368B,NAVATKIRI ARU TANK,0.0,20130919,01AM368B,20130919
01RT0032,BALANGODA POST OFFICE,0.0,20130919,01RT0032,20130919
01AM493B,THIRUKKOVIL,0.0,20130919,01AM493B,20130919
01BT0357,MYLAMBAVELLY ESTATE,0.0,20130919,01BT0357,20130919
01KE009B,AMBANPITIYA ESTATE,0.0,20130919,01KE009B,20130919
01HT481A,SURIYAWEWA,0.0,20130919,01HT481A,20130919
01MT0232,KEKENADURA (MATARA),3.3,20130919,01MT0232,20130919
01KT400C,PALLEGODA ESTATE,20.0,20130919,01KT400C,20130919
01KG014A,ANDIGAMA FARM,8.0,20130919,01KG014A,20130919
01CB166A,HOMAGAMA,2.0,20130919,01CB166A,20130919
01GM487B,THAMMITA,3.7,20130919,01GM487B,20130919
01NE0236,KENILWORTH (STRATHELLIE),0.0,20130919,01NE0236,20130919
01KG258D,KULIYAPITIYA,8.5,20130919,01KG258D,20130919
01CB469B,COLOMBO PORT,0.0,20130919,01CB469B,20130919
01KG404A,PANDUWASNUWARA,0.0,20130919,01KG404A,20130919
01CB0080,DEHIWALA ZOO,5.3,20130919,01CB0080,20130919
01KY0418,PERADENIYA BOT.GARDENS,0.0,20130919,01KY0418,20130919
01KG0452,RIDIBENDI ELA,0.0,20130919,01KG0452,20130919
01CB0026,AVISSAWELLA HOSPITAL,1.5,20130919,01CB0026,20130919
01GM0528,WALPITA,29.4,20130919,01GM0528,20130919
01CB0016,ANGODA MENTAL HOSPITAL,9.5,20130919,01CB0016,20130919
01KT0035,BANDARAGAMA,0.0,20130919,01KT0035,20130919
01KG0256,KOULWEWA,0.0,20130919,01KG0256,20130919
01PL020A,ARALAGANWILA,0.0,20130919,01PL020A,20130919
01KT513A,USK VALLEY S.P.,29.0,20130919,01KT513A,20130919
01MG141B,HANDAPANGALA,0.0,20130919,01MG141B,20130919
01KG0253,HAKWATUNA-OYA,0.0,20130919,01KG0253,20130919
01HT0292,MAHA LEWAYA (HAMBANTOTA),0.0,20130919,01HT0292,20130919
43PPP,POLONNARUWA,0.0,20130919,43PPP,20130919
