stationID,stationName,observedValue,dtg,spatialGranule,temporalGranule
01KG0329,MELLAWA ESTATE,0.0,20131125,01KG0329,20131125
01BD0545,WEWESSA ESTATE,0.0,20131125,01BD0545,20131125
01RT196A,KALAWANA MINI HYDRO,24.7,20131125,01RT196A,20131125
01PU313A,MARAWILA,0.0,20131125,01PU313A,20131125
01KG175A,IBBAGAMUWA,0.0,20131125,01KG175A,20131125
01KG0326,MEDIYAWA TANK,0.0,20131125,01KG0326,20131125
01PL0340,MINNERIYA TANK,0.0,20131125,01PL0340,20131125
01PL224A,KAUDULLA WEWA,12.5,20131125,01PL224A,20131125
01MU357A,MUTU IYANKADDU,22.0,20131125,01MU357A,20131125
01JF0425,POINT PEDRO,0.0,20131125,01JF0425,20131125
01KE0544,WEWELTALAWA ESTATE,0.0,20131125,01KE0544,20131125
01CB0268,LABUGAMA TANK,20.5,20131125,01CB0268,20131125
01PL538C,WELIKANDA SINGHAPURA,40.0,20131125,01PL538C,20131125
01AN104A,EHETUGASWEWA,0.0,20131125,01AN104A,20131125
01KT0200,KALUTARA-P.W.D.,10.3,20131125,01KT0200,20131125
01AM0012,AMPARAI TANK,0.0,20131125,01AM0012,20131125
01KG0532,WARIYAPOLA EXPTL.STATION,0.0,20131125,01KG0532,20131125
01MG540A,WELLAWAYA,10.4,20131125,01MG540A,20131125
01GL0030,BADDEGAMA ESTATE,14.4,20131125,01GL0030,20131125
01KG407A,PANNALA VIRIDIYAWA EST,22.1,20131125,01KG407A,20131125
01MU0216,KANNUKKENI TANK,0.0,20131125,01MU0216,20131125
01KG469A,SIYAMBALANGAMUWA,0.0,20131125,01KG469A,20131125
01KI0183,IRANAMADU TANK,22.4,20131125,01KI0183,20131125
01AM001E,ADDALACHENAI,0.0,20131125,01AM001E,20131125
01GM0011,AMBEPUSSA GOVT FARM,12.5,20131125,01GM0011,20131125
01GL0267,LABUDUWA,22.6,20131125,01GL0267,20131125
01RT042C,BELIHULOYA,8.5,20131125,01RT042C,20131125
01PU0065,CHILAW-P.W.D,34.7,20131125,01PU0065,20131125
01AN193A,KAHATAGASDIGILIYA  W/S,0.0,20131125,01AN193A,20131125
01CB0025,AVISSAWELLA ESTATE,20.0,20131125,01CB0025,20131125
01CB0150,HANWELLA GROUP,5.0,20131125,01CB0150,20131125
01GM0373,NEGOMBO,0.0,20131125,01GM0373,20131125
01RT0435,PUSSELLA S.P.,13.0,20131125,01RT0435,20131125
01BT197B,KALKUDAH,0.0,20131125,01BT197B,20131125
01NE506B,UDARADELLA,12.3,20131125,01NE506B,20131125
01AM368B,NAVATKIRI ARU TANK,0.0,20131125,01AM368B,20131125
01RT0032,BALANGODA POST OFFICE,9.0,20131125,01RT0032,20131125
01AM493B,THIRUKKOVIL,0.0,20131125,01AM493B,20131125
01BT0357,MYLAMBAVELLY ESTATE,0.0,20131125,01BT0357,20131125
01KE009B,AMBANPITIYA ESTATE,18.5,20131125,01KE009B,20131125
01HT481A,SURIYAWEWA,0.9,20131125,01HT481A,20131125
01MT0232,KEKENADURA (MATARA),23.4,20131125,01MT0232,20131125
01KT400C,PALLEGODA ESTATE,3.5,20131125,01KT400C,20131125
01KG014A,ANDIGAMA FARM,2.5,20131125,01KG014A,20131125
01CB166A,HOMAGAMA,5.5,20131125,01CB166A,20131125
01GM487B,THAMMITA,13.2,20131125,01GM487B,20131125
01NE0236,KENILWORTH (STRATHELLIE),0.0,20131125,01NE0236,20131125
01KG258D,KULIYAPITIYA,2.6,20131125,01KG258D,20131125
01CB469B,COLOMBO PORT,4.5,20131125,01CB469B,20131125
01KG404A,PANDUWASNUWARA,0.0,20131125,01KG404A,20131125
01CB0080,DEHIWALA ZOO,1.5,20131125,01CB0080,20131125
01KY0418,PERADENIYA BOT.GARDENS,33.0,20131125,01KY0418,20131125
01KG0452,RIDIBENDI ELA,0.0,20131125,01KG0452,20131125
01CB0026,AVISSAWELLA HOSPITAL,36.5,20131125,01CB0026,20131125
01GM0528,WALPITA,22.0,20131125,01GM0528,20131125
01CB0016,ANGODA MENTAL HOSPITAL,0.0,20131125,01CB0016,20131125
01JF062A,CHAVAKACHCHERI,0.0,20131125,01JF062A,20131125
01KT0035,BANDARAGAMA,4.6,20131125,01KT0035,20131125
01KG0256,KOULWEWA,0.0,20131125,01KG0256,20131125
01PL020A,ARALAGANWILA,0.0,20131125,01PL020A,20131125
01KT513A,USK VALLEY S.P.,31.0,20131125,01KT513A,20131125
01MG141B,HANDAPANGALA,47.0,20131125,01MG141B,20131125
01KG0253,HAKWATUNA-OYA,0.0,20131125,01KG0253,20131125
43PPP,POLONNARUWA,0.0,20131125,43PPP,20131125
01PU0013,ANAMADUWA DISPENSARY,0.0,20131125,01PU0013,20131125
01VA414A,PAVATKULAM,0.0,20131125,01VA414A,20131125
01KE0021,ARANAYAKE GOVT. HOSPITAL,0.0,20131125,01KE0021,20131125
01ML324A,MEDAPIHILLA,18.2,20131125,01ML324A,20131125
01NE0153,HATTON KOTAGALA ROSITA,0.0,20131125,01NE0153,20131125
01KG092B,DODANGASLANDA,0.0,20131125,01KG092B,20131125
01VA0518,VAVUNIYA P.W.D.,0.0,20131125,01VA0518,20131125
01PL0427,POLONNARUWA AGRI.STATION,0.0,20131125,01PL0427,20131125
01AM459A,SAMANTHURAI,0.0,20131125,01AM459A,20131125
01RT539B,WELLANDURA TEA FACTORY,1.7,20131125,01RT539B,20131125
01KT021A,ARAMANAGOLLA,16.9,20131125,01KT021A,20131125
01AM257A,KUDASIGIRIYA,0.0,20131125,01AM257A,20131125
43418,TRINCOMALEE,3.4,20131125,43418,20131125
43421,ANURADHAPURA,0.0,20131125,43421,20131125
