stationID,stationName,observedValue,dtg,spatialGranule,temporalGranule
01KG0329,MELLAWA ESTATE,0.0,20130707,01KG0329,20130707
01BD0545,WEWESSA ESTATE,9.5,20130707,01BD0545,20130707
01RT196A,KALAWANA MINI HYDRO,3.9,20130707,01RT196A,20130707
01PU313A,MARAWILA,0.0,20130707,01PU313A,20130707
01KG175A,IBBAGAMUWA,0.0,20130707,01KG175A,20130707
01KG0326,MEDIYAWA TANK,0.0,20130707,01KG0326,20130707
01PL0340,MINNERIYA TANK,0.0,20130707,01PL0340,20130707
01PL224A,KAUDULLA WEWA,0.0,20130707,01PL224A,20130707
01MU357A,MUTU IYANKADDU,0.0,20130707,01MU357A,20130707
01AM0459,SAGAMAM TANK,0.0,20130707,01AM0459,20130707
01JF0425,POINT PEDRO,0.0,20130707,01JF0425,20130707
01KE0544,WEWELTALAWA ESTATE,12.6,20130707,01KE0544,20130707
01CB0268,LABUGAMA TANK,4.0,20130707,01CB0268,20130707
01AN104A,EHETUGASWEWA,0.0,20130707,01AN104A,20130707
01KT0200,KALUTARA-P.W.D.,0.0,20130707,01KT0200,20130707
01AM0012,AMPARAI TANK,5.0,20130707,01AM0012,20130707
01KG0532,WARIYAPOLA EXPTL.STATION,0.0,20130707,01KG0532,20130707
01MG540A,WELLAWAYA,1.0,20130707,01MG540A,20130707
01GL0030,BADDEGAMA ESTATE,0.0,20130707,01GL0030,20130707
01KG407A,PANNALA VIRIDIYAWA EST,0.7,20130707,01KG407A,20130707
01MU0216,KANNUKKENI TANK,33.0,20130707,01MU0216,20130707
01KG469A,SIYAMBALANGAMUWA,0.0,20130707,01KG469A,20130707
01KI0183,IRANAMADU TANK,0.0,20130707,01KI0183,20130707
01AM001E,ADDALACHENAI,0.0,20130707,01AM001E,20130707
01GM0011,AMBEPUSSA GOVT FARM,3.0,20130707,01GM0011,20130707
01GL0267,LABUDUWA,3.0,20130707,01GL0267,20130707
01RT042C,BELIHULOYA,0.0,20130707,01RT042C,20130707
01PU0065,CHILAW-P.W.D,0.0,20130707,01PU0065,20130707
01AN193A,KAHATAGASDIGILIYA  W/S,0.0,20130707,01AN193A,20130707
01CB0025,AVISSAWELLA ESTATE,3.5,20130707,01CB0025,20130707
01CB0150,HANWELLA GROUP,0.0,20130707,01CB0150,20130707
01GM0373,NEGOMBO,0.0,20130707,01GM0373,20130707
01RT0435,PUSSELLA S.P.,5.3,20130707,01RT0435,20130707
01BT197B,KALKUDAH,84.0,20130707,01BT197B,20130707
01NE506B,UDARADELLA,21.3,20130707,01NE506B,20130707
01AM368B,NAVATKIRI ARU TANK,0.0,20130707,01AM368B,20130707
01RT0032,BALANGODA POST OFFICE,1.0,20130707,01RT0032,20130707
01AM493B,THIRUKKOVIL,0.0,20130707,01AM493B,20130707
01BT0357,MYLAMBAVELLY ESTATE,36.2,20130707,01BT0357,20130707
01KE009B,AMBANPITIYA ESTATE,0.0,20130707,01KE009B,20130707
01HT481A,SURIYAWEWA,0.0,20130707,01HT481A,20130707
01MT0232,KEKENADURA (MATARA),0.0,20130707,01MT0232,20130707
01KT400C,PALLEGODA ESTATE,4.2,20130707,01KT400C,20130707
01KG014A,ANDIGAMA FARM,0.0,20130707,01KG014A,20130707
01CB166A,HOMAGAMA,2.4,20130707,01CB166A,20130707
01GM487B,THAMMITA,0.8,20130707,01GM487B,20130707
01NE0236,KENILWORTH (STRATHELLIE),113.0,20130707,01NE0236,20130707
01KG258D,KULIYAPITIYA,0.0,20130707,01KG258D,20130707
01CB469B,COLOMBO PORT,0.0,20130707,01CB469B,20130707
01KG404A,PANDUWASNUWARA,0.0,20130707,01KG404A,20130707
01CB0080,DEHIWALA ZOO,1.8,20130707,01CB0080,20130707
01KY0418,PERADENIYA BOT.GARDENS,17.1,20130707,01KY0418,20130707
01KG0452,RIDIBENDI ELA,0.0,20130707,01KG0452,20130707
01CB0026,AVISSAWELLA HOSPITAL,12.5,20130707,01CB0026,20130707
01GM0528,WALPITA,0.0,20130707,01GM0528,20130707
01CB0016,ANGODA MENTAL HOSPITAL,0.0,20130707,01CB0016,20130707
01KT0035,BANDARAGAMA,0.0,20130707,01KT0035,20130707
01KG0256,KOULWEWA,0.0,20130707,01KG0256,20130707
01PL020A,ARALAGANWILA,0.0,20130707,01PL020A,20130707
01KT513A,USK VALLEY S.P.,7.0,20130707,01KT513A,20130707
01MG141B,HANDAPANGALA,0.0,20130707,01MG141B,20130707
