stationID,stationName,observedValue,dtg,spatialGranule,temporalGranule
01KG0329,MELLAWA ESTATE,0.0,20130125,01KG0329,20130125
01BD0545,WEWESSA ESTATE,0.0,20130125,01BD0545,20130125
01RT196A,KALAWANA MINI HYDRO,5.5,20130125,01RT196A,20130125
01PU313A,MARAWILA,0.0,20130125,01PU313A,20130125
01KG175A,IBBAGAMUWA,0.0,20130125,01KG175A,20130125
01KG0326,MEDIYAWA TANK,0.0,20130125,01KG0326,20130125
01PL0340,MINNERIYA TANK,4.0,20130125,01PL0340,20130125
01PL224A,KAUDULLA WEWA,0.0,20130125,01PL224A,20130125
01MU357A,MUTU IYANKADDU,0.0,20130125,01MU357A,20130125
01AM0459,SAGAMAM TANK,152.0,20130125,01AM0459,20130125
01JF0425,POINT PEDRO,0.0,20130125,01JF0425,20130125
01KE0544,WEWELTALAWA ESTATE,3.1,20130125,01KE0544,20130125
01CB0268,LABUGAMA TANK,0.0,20130125,01CB0268,20130125
01PL538C,WELIKANDA SINGHAPURA,107.1,20130125,01PL538C,20130125
01AN104A,EHETUGASWEWA,0.0,20130125,01AN104A,20130125
01KT0200,KALUTARA-P.W.D.,0.0,20130125,01KT0200,20130125
01AM0012,AMPARAI TANK,30.4,20130125,01AM0012,20130125
01KG0532,WARIYAPOLA EXPTL.STATION,0.0,20130125,01KG0532,20130125
01MG540A,WELLAWAYA,0.0,20130125,01MG540A,20130125
01GL0030,BADDEGAMA ESTATE,0.0,20130125,01GL0030,20130125
01KG407A,PANNALA VIRIDIYAWA EST,0.0,20130125,01KG407A,20130125
01MU0216,KANNUKKENI TANK,0.0,20130125,01MU0216,20130125
01KG469A,SIYAMBALANGAMUWA,0.0,20130125,01KG469A,20130125
01KI0183,IRANAMADU TANK,0.0,20130125,01KI0183,20130125
01AM001E,ADDALACHENAI,90.0,20130125,01AM001E,20130125
01GM0011,AMBEPUSSA GOVT FARM,0.0,20130125,01GM0011,20130125
01GL0267,LABUDUWA,0.0,20130125,01GL0267,20130125
01RT042C,BELIHULOYA,5.3,20130125,01RT042C,20130125
01AN193A,KAHATAGASDIGILIYA  W/S,0.0,20130125,01AN193A,20130125
01CB0025,AVISSAWELLA ESTATE,0.0,20130125,01CB0025,20130125
01CB0150,HANWELLA GROUP,0.0,20130125,01CB0150,20130125
01GM0373,NEGOMBO,0.0,20130125,01GM0373,20130125
01RT0435,PUSSELLA S.P.,0.0,20130125,01RT0435,20130125
01BT197B,KALKUDAH,176.5,20130125,01BT197B,20130125
01NE506B,UDARADELLA,11.0,20130125,01NE506B,20130125
01AM368B,NAVATKIRI ARU TANK,176.0,20130125,01AM368B,20130125
01RT0032,BALANGODA POST OFFICE,60.0,20130125,01RT0032,20130125
01AM493B,THIRUKKOVIL,60.0,20130125,01AM493B,20130125
01BT0357,MYLAMBAVELLY ESTATE,187.3,20130125,01BT0357,20130125
01KE009B,AMBANPITIYA ESTATE,0.0,20130125,01KE009B,20130125
01HT481A,SURIYAWEWA,0.0,20130125,01HT481A,20130125
01MT0232,KEKENADURA (MATARA),0.0,20130125,01MT0232,20130125
01KT400C,PALLEGODA ESTATE,0.0,20130125,01KT400C,20130125
01KG014A,ANDIGAMA FARM,0.0,20130125,01KG014A,20130125
01CB166A,HOMAGAMA,0.0,20130125,01CB166A,20130125
01GM487B,THAMMITA,0.0,20130125,01GM487B,20130125
01NE0236,KENILWORTH (STRATHELLIE),0.0,20130125,01NE0236,20130125
01KG258D,KULIYAPITIYA,0.0,20130125,01KG258D,20130125
01CB469B,COLOMBO PORT,0.0,20130125,01CB469B,20130125
01KG404A,PANDUWASNUWARA,0.0,20130125,01KG404A,20130125
01CB0080,DEHIWALA ZOO,0.0,20130125,01CB0080,20130125
01KY0418,PERADENIYA BOT.GARDENS,1.2,20130125,01KY0418,20130125
01KG0452,RIDIBENDI ELA,0.0,20130125,01KG0452,20130125
