stationID,stationName,observedValue,dtg,spatialGranule,temporalGranule
01KG0329,MELLAWA ESTATE,3.3,20130623,01KG0329,20130623
01BD0545,WEWESSA ESTATE,0.0,20130623,01BD0545,20130623
01RT196A,KALAWANA MINI HYDRO,22.3,20130623,01RT196A,20130623
01PU313A,MARAWILA,0.0,20130623,01PU313A,20130623
01KG175A,IBBAGAMUWA,0.0,20130623,01KG175A,20130623
01KG0326,MEDIYAWA TANK,0.0,20130623,01KG0326,20130623
01PL0340,MINNERIYA TANK,0.0,20130623,01PL0340,20130623
01PL224A,KAUDULLA WEWA,0.0,20130623,01PL224A,20130623
01MU357A,MUTU IYANKADDU,0.0,20130623,01MU357A,20130623
01AM0459,SAGAMAM TANK,0.0,20130623,01AM0459,20130623
01JF0425,POINT PEDRO,0.0,20130623,01JF0425,20130623
01CB0268,LABUGAMA TANK,1.0,20130623,01CB0268,20130623
01PL538C,WELIKANDA SINGHAPURA,0.0,20130623,01PL538C,20130623
01AN104A,EHETUGASWEWA,0.0,20130623,01AN104A,20130623
01KT0200,KALUTARA-P.W.D.,0.0,20130623,01KT0200,20130623
01AM0012,AMPARAI TANK,0.0,20130623,01AM0012,20130623
01KG0532,WARIYAPOLA EXPTL.STATION,0.0,20130623,01KG0532,20130623
01MG540A,WELLAWAYA,0.0,20130623,01MG540A,20130623
01GL0030,BADDEGAMA ESTATE,0.0,20130623,01GL0030,20130623
01KG407A,PANNALA VIRIDIYAWA EST,6.6,20130623,01KG407A,20130623
01MU0216,KANNUKKENI TANK,0.0,20130623,01MU0216,20130623
01KG469A,SIYAMBALANGAMUWA,0.0,20130623,01KG469A,20130623
01KI0183,IRANAMADU TANK,0.0,20130623,01KI0183,20130623
01AM001E,ADDALACHENAI,0.0,20130623,01AM001E,20130623
01GM0011,AMBEPUSSA GOVT FARM,13.7,20130623,01GM0011,20130623
01GL0267,LABUDUWA,0.0,20130623,01GL0267,20130623
01RT042C,BELIHULOYA,0.0,20130623,01RT042C,20130623
01PU0065,CHILAW-P.W.D,0.0,20130623,01PU0065,20130623
01AN193A,KAHATAGASDIGILIYA  W/S,0.0,20130623,01AN193A,20130623
01CB0025,AVISSAWELLA ESTATE,1.5,20130623,01CB0025,20130623
01CB0150,HANWELLA GROUP,7.0,20130623,01CB0150,20130623
01GM0373,NEGOMBO,6.0,20130623,01GM0373,20130623
01RT0435,PUSSELLA S.P.,7.3,20130623,01RT0435,20130623
01BT197B,KALKUDAH,0.0,20130623,01BT197B,20130623
01NE506B,UDARADELLA,58.5,20130623,01NE506B,20130623
01AM368B,NAVATKIRI ARU TANK,0.0,20130623,01AM368B,20130623
01RT0032,BALANGODA POST OFFICE,18.0,20130623,01RT0032,20130623
01AM493B,THIRUKKOVIL,0.0,20130623,01AM493B,20130623
01BT0357,MYLAMBAVELLY ESTATE,0.0,20130623,01BT0357,20130623
01KE009B,AMBANPITIYA ESTATE,25.4,20130623,01KE009B,20130623
01HT481A,SURIYAWEWA,0.0,20130623,01HT481A,20130623
01MT0232,KEKENADURA (MATARA),0.0,20130623,01MT0232,20130623
01KT400C,PALLEGODA ESTATE,0.0,20130623,01KT400C,20130623
01KG014A,ANDIGAMA FARM,1.0,20130623,01KG014A,20130623
01CB166A,HOMAGAMA,0.0,20130623,01CB166A,20130623
01GM487B,THAMMITA,5.6,20130623,01GM487B,20130623
01NE0236,KENILWORTH (STRATHELLIE),43.0,20130623,01NE0236,20130623
01KG258D,KULIYAPITIYA,0.0,20130623,01KG258D,20130623
01CB469B,COLOMBO PORT,0.0,20130623,01CB469B,20130623
01CB0080,DEHIWALA ZOO,0.0,20130623,01CB0080,20130623
01KY0418,PERADENIYA BOT.GARDENS,24.8,20130623,01KY0418,20130623
01KG0452,RIDIBENDI ELA,0.0,20130623,01KG0452,20130623
01CB0026,AVISSAWELLA HOSPITAL,18.0,20130623,01CB0026,20130623
01GM0528,WALPITA,12.0,20130623,01GM0528,20130623
01CB0016,ANGODA MENTAL HOSPITAL,0.0,20130623,01CB0016,20130623
01JF062A,CHAVAKACHCHERI,0.0,20130623,01JF062A,20130623
01KT0035,BANDARAGAMA,0.0,20130623,01KT0035,20130623
01KG0256,KOULWEWA,0.0,20130623,01KG0256,20130623
