LOCATION_ID,LATITUDE,LONGITUDE
28102,6.8769220544,81.826929992
28134,6.8859051664,79.859628464
28135,6.8859051664,79.868611576
28136,6.8859051664,79.877594688
28137,6.8859051664,79.8865778
28138,6.8859051664,79.895560912
28139,6.8859051664,79.904544024
28140,6.8859051664,79.913527136
28142,6.8859051664,79.93149336
28143,6.8859051664,79.940476472
28144,6.8859051664,79.949459584
28146,6.8859051664,79.967425808
28154,6.8859051664,80.039290704
28156,6.8859051664,80.057256928
28216,6.8859051664,80.596243648
28239,6.8859051664,80.802855224
28384,6.8948882784,79.850645352
28385,6.8948882784,79.859628464
28386,6.8948882784,79.868611576
28387,6.8948882784,79.877594688
28388,6.8948882784,79.8865778
28389,6.8948882784,79.895560912
28390,6.8948882784,79.904544024
28391,6.8948882784,79.913527136
28392,6.8948882784,79.922510248
28393,6.8948882784,79.93149336
28394,6.8948882784,79.940476472
28396,6.8948882784,79.958442696
28397,6.8948882784,79.967425808
28400,6.8948882784,79.994375144
28401,6.8948882784,80.003358256
28405,6.8948882784,80.039290704
28427,6.8948882784,80.236919168
28467,6.8948882784,80.596243648
28496,6.8948882784,80.856753896
28497,6.8948882784,80.865737008
28519,6.8948882784,81.063365472
28535,6.8948882784,81.207095264
28539,6.8948882784,81.243027712
28545,6.8948882784,81.296926384
28557,6.8948882784,81.404723728
28635,6.9038713904,79.850645352
28636,6.9038713904,79.859628464
28637,6.9038713904,79.868611576
28638,6.9038713904,79.877594688
28639,6.9038713904,79.8865778
28640,6.9038713904,79.895560912
28641,6.9038713904,79.904544024
28642,6.9038713904,79.913527136
28643,6.9038713904,79.922510248
28644,6.9038713904,79.93149336
28645,6.9038713904,79.940476472
28646,6.9038713904,79.949459584
28649,6.9038713904,79.97640892
28658,6.9038713904,80.057256928
28667,6.9038713904,80.138104936
28675,6.9038713904,80.209969832
28751,6.9038713904,80.892686344
28753,6.9038713904,80.910652568
28754,6.9038713904,80.91963568
28788,6.9038713904,81.225061488
28812,6.9038713904,81.440656176
28823,6.9038713904,81.539470408
28886,6.9128545024,79.850645352
28887,6.9128545024,79.859628464
28888,6.9128545024,79.868611576
28889,6.9128545024,79.877594688
28890,6.9128545024,79.8865778
28891,6.9128545024,79.895560912
28892,6.9128545024,79.904544024
28893,6.9128545024,79.913527136
28894,6.9128545024,79.922510248
28895,6.9128545024,79.93149336
28896,6.9128545024,79.940476472
28897,6.9128545024,79.949459584
28899,6.9128545024,79.967425808
28900,6.9128545024,79.97640892
28901,6.9128545024,79.985392032
28902,6.9128545024,79.994375144
28905,6.9128545024,80.02132448
28912,6.9128545024,80.084206264
28960,6.9128545024,80.51539564
28969,6.9128545024,80.596243648
29004,6.9128545024,80.910652568
29012,6.9128545024,80.982517464
29026,6.9128545024,81.108281032
29068,6.9128545024,81.485571736
29076,6.9128545024,81.557436632
29088,6.9128545024,81.665233976
29094,6.9128545024,81.719132648
29136,6.9218376144,79.84166224
29137,6.9218376144,79.850645352
29138,6.9218376144,79.859628464
29139,6.9218376144,79.868611576
29140,6.9218376144,79.877594688
29141,6.9218376144,79.8865778
29142,6.9218376144,79.895560912
29143,6.9218376144,79.904544024
29144,6.9218376144,79.913527136
29146,6.9218376144,79.93149336
29147,6.9218376144,79.940476472
29148,6.9218376144,79.949459584
29149,6.9218376144,79.958442696
29151,6.9218376144,79.97640892
29158,6.9218376144,80.039290704
29165,6.9218376144,80.102172488
29171,6.9218376144,80.15607116
29190,6.9218376144,80.326750288
29247,6.9218376144,80.838787672
29387,6.9308207264,79.84166224
29388,6.9308207264,79.850645352
29389,6.9308207264,79.859628464
29390,6.9308207264,79.868611576
29391,6.9308207264,79.877594688
29392,6.9308207264,79.8865778
29393,6.9308207264,79.895560912
29394,6.9308207264,79.904544024
29395,6.9308207264,79.913527136
29396,6.9308207264,79.922510248
29397,6.9308207264,79.93149336
29398,6.9308207264,79.940476472
29399,6.9308207264,79.949459584
29401,6.9308207264,79.967425808
29402,6.9308207264,79.97640892
29403,6.9308207264,79.985392032
29405,6.9308207264,80.003358256
29409,6.9308207264,80.039290704
29425,6.9308207264,80.183020496
29429,6.9308207264,80.218952944
29495,6.9308207264,80.811838336
29498,6.9308207264,80.838787672
29533,6.9308207264,81.153196592
29556,6.9308207264,81.359808168
29638,6.9398038384,79.84166224
29639,6.9398038384,79.850645352
29640,6.9398038384,79.859628464
29641,6.9398038384,79.868611576
29642,6.9398038384,79.877594688
29643,6.9398038384,79.8865778
29644,6.9398038384,79.895560912
29645,6.9398038384,79.904544024
29648,6.9398038384,79.93149336
29649,6.9398038384,79.940476472
29650,6.9398038384,79.949459584
29654,6.9398038384,79.985392032
29663,6.9398038384,80.06624004
29670,6.9398038384,80.129121824
29710,6.9398038384,80.488446304
29730,6.9398038384,80.668108544
29733,6.9398038384,80.69505788
29736,6.9398038384,80.722007216
29766,6.9398038384,80.991500576
29891,6.9487869504,79.859628464
29892,6.9487869504,79.868611576
29893,6.9487869504,79.877594688
29894,6.9487869504,79.8865778
29895,6.9487869504,79.895560912
29896,6.9487869504,79.904544024
29897,6.9487869504,79.913527136
29898,6.9487869504,79.922510248
29900,6.9487869504,79.940476472
29903,6.9487869504,79.967425808
29906,6.9487869504,79.994375144
29909,6.9487869504,80.02132448
29912,6.9487869504,80.048273816
29917,6.9487869504,80.093189376
29925,6.9487869504,80.165054272
29966,6.9487869504,80.533361864
30021,6.9487869504,81.027433024
30026,6.9487869504,81.072348584
30036,6.9487869504,81.162179704
30142,6.9577700624,79.859628464
30143,6.9577700624,79.868611576
30144,6.9577700624,79.877594688
30145,6.9577700624,79.8865778
30146,6.9577700624,79.895560912
30147,6.9577700624,79.904544024
30148,6.9577700624,79.913527136
30152,6.9577700624,79.949459584
30154,6.9577700624,79.967425808
30157,6.9577700624,79.994375144
30158,6.9577700624,80.003358256
30181,6.9577700624,80.209969832
30242,6.9577700624,80.757939664
30243,6.9577700624,80.766922776
30244,6.9577700624,80.775905888
30261,6.9577700624,80.928618792
30300,6.9577700624,81.27896016
30322,6.9577700624,81.476588624
30393,6.9667531744,79.859628464
30394,6.9667531744,79.868611576
30395,6.9667531744,79.877594688
30396,6.9667531744,79.8865778
30397,6.9667531744,79.895560912
30398,6.9667531744,79.904544024
30400,6.9667531744,79.922510248
30401,6.9667531744,79.93149336
