,cell,resident,work,LATITUDE,LONGITUDE,Date
422,23627,2418.0,282,6.724209150399999,79.958442696,2013-01-01
423,23635,1029.0,366,6.724209150399999,80.030307592,2013-01-01
424,23641,164.0,57,6.724209150399999,80.084206264,2013-01-01
425,23662,2033.0,450,6.724209150399999,80.272851616,2013-01-01
426,23669,910.0,154,6.724209150399999,80.33573340000001,2013-01-01
427,23690,1262.0,278,6.724209150399999,80.524378752,2013-01-01
428,23744,708.0,178,6.724209150399999,81.0094668,2013-01-01
429,23750,141.0,40,6.724209150399999,81.063365472,2013-01-01
430,23872,340.0,96,6.7331922624,79.90454402399999,2013-01-01
431,23873,1629.0,521,6.7331922624,79.913527136,2013-01-01
432,23875,4464.0,766,6.7331922624,79.93149336,2013-01-01
433,23881,2530.0,492,6.7331922624,79.985392032,2013-01-01
434,23894,4611.0,1854,6.7331922624,80.10217248800001,2013-01-01
435,23896,1825.0,382,6.7331922624,80.120138712,2013-01-01
436,23907,949.0,149,6.7331922624,80.218952944,2013-01-01
437,23925,1799.0,468,6.7331922624,80.38064896,2013-01-01
438,23973,376.0,104,6.7331922624,80.81183833600001,2013-01-01
439,24005,2754.0,867,6.7331922624,81.09929792,2013-01-01
440,24009,559.0,77,6.7331922624,81.135230368,2013-01-01
441,24032,766.0,99,6.7331922624,81.341841944,2013-01-01
442,24122,1577.0,253,6.7421753744,79.895560912,2013-01-01
443,24123,4777.0,662,6.7421753744,79.90454402399999,2013-01-01
444,24149,1820.0,767,6.7421753744,80.138104936,2013-01-01
445,24247,225.0,85,6.7421753744,81.018449912,2013-01-01
446,24251,2992.0,618,6.7421753744,81.05438236,2013-01-01
447,24265,73.0,27,6.7421753744,81.180145928,2013-01-01
448,24266,1174.0,263,6.7421753744,81.18912904,2013-01-01
449,24373,1848.0,561,6.7511584864,79.895560912,2013-01-01
450,24374,6942.0,1655,6.7511584864,79.90454402399999,2013-01-01
451,24380,51.0,27,6.7511584864,79.958442696,2013-01-01
452,24381,3815.0,638,6.7511584864,79.967425808,2013-01-01
453,24383,1015.0,185,6.7511584864,79.985392032,2013-01-01
454,24387,5409.0,620,6.7511584864,80.02132448,2013-01-01
455,24402,4345.0,921,6.7511584864,80.15607116,2013-01-01
456,24405,3351.0,864,6.7511584864,80.183020496,2013-01-01
457,24423,135.0,38,6.7511584864,80.344716512,2013-01-01
458,24623,5258.0,940,6.760141598400001,79.8865778,2013-01-01
459,24626,1579.0,288,6.760141598400001,79.913527136,2013-01-01
460,24643,2773.0,323,6.760141598400001,80.06624004,2013-01-01
461,24732,187.0,36,6.760141598400001,80.865737008,2013-01-01
462,24734,632.0,236,6.760141598400001,80.883703232,2013-01-01
463,24739,446.0,105,6.760141598400001,80.928618792,2013-01-01
464,24774,195.0,67,6.760141598400001,81.243027712,2013-01-01
465,24775,3030.0,721,6.760141598400001,81.252010824,2013-01-01
466,24781,1755.0,156,6.760141598400001,81.305909496,2013-01-01
467,24837,1434.0,130,6.760141598400001,81.808963768,2013-01-01
468,24874,1831.0,505,6.7691247104,79.8865778,2013-01-01
469,24877,771.0,140,6.7691247104,79.913527136,2013-01-01
470,24879,2710.0,698,6.7691247104,79.93149336,2013-01-01
471,24880,618.0,228,6.7691247104,79.940476472,2013-01-01
472,24895,1937.0,271,6.7691247104,80.07522315199999,2013-01-01
473,24920,3452.0,418,6.7691247104,80.299800952,2013-01-01
474,24990,52.0,19,6.7691247104,80.928618792,2013-01-01
475,24991,2123.0,572,6.7691247104,80.93760190399999,2013-01-01
476,24993,602.0,468,6.7691247104,80.955568128,2013-01-01
477,25124,1942.0,899,6.7781078224,79.877594688,2013-01-01
478,25125,2468.0,1209,6.7781078224,79.8865778,2013-01-01
479,25126,1091.0,274,6.7781078224,79.895560912,2013-01-01
480,25129,96.0,33,6.7781078224,79.92251024800001,2013-01-01
481,25130,4530.0,965,6.7781078224,79.93149336,2013-01-01
482,25132,3223.0,497,6.7781078224,79.949459584,2013-01-01
483,25136,4121.0,1298,6.7781078224,79.985392032,2013-01-01
484,25138,1020.0,167,6.7781078224,80.003358256,2013-01-01
485,25141,2235.0,318,6.7781078224,80.030307592,2013-01-01
486,25179,3089.0,1168,6.7781078224,80.371665848,2013-01-01
487,25187,2208.0,198,6.7781078224,80.443530744,2013-01-01
488,25375,1127.0,253,6.787090934400001,79.877594688,2013-01-01
489,25376,1445.0,816,6.787090934400001,79.8865778,2013-01-01
490,25377,7644.0,1382,6.787090934400001,79.895560912,2013-01-01
491,25379,4191.0,834,6.787090934400001,79.913527136,2013-01-01
492,25385,3218.0,519,6.787090934400001,79.967425808,2013-01-01
493,25395,5871.0,1580,6.787090934400001,80.057256928,2013-01-01
494,25400,1619.0,222,6.787090934400001,80.10217248800001,2013-01-01
495,25405,1223.0,257,6.787090934400001,80.147088048,2013-01-01
496,25412,966.0,144,6.787090934400001,80.209969832,2013-01-01
497,25427,1113.0,192,6.787090934400001,80.344716512,2013-01-01
498,25626,7740.0,2117,6.7960740464,79.877594688,2013-01-01
499,25627,2058.0,1271,6.7960740464,79.8865778,2013-01-01
500,25628,807.0,191,6.7960740464,79.895560912,2013-01-01
501,25629,1760.0,1478,6.7960740464,79.90454402399999,2013-01-01
502,25632,702.0,341,6.7960740464,79.93149336,2013-01-01
503,25633,6200.0,1723,6.7960740464,79.940476472,2013-01-01
504,25642,4091.0,664,6.7960740464,80.02132448,2013-01-01
505,25715,3300.0,545,6.7960740464,80.677091656,2013-01-01
506,25747,4173.0,1270,6.7960740464,80.96455124,2013-01-01
507,25763,106.0,35,6.7960740464,81.108281032,2013-01-01
508,25876,1425.0,202,6.8050571584,79.868611576,2013-01-01
509,25877,4048.0,2622,6.8050571584,79.877594688,2013-01-01
510,25878,1258.0,459,6.8050571584,79.8865778,2013-01-01
511,25881,3321.0,975,6.8050571584,79.913527136,2013-01-01
512,25882,1908.0,2080,6.8050571584,79.92251024800001,2013-01-01
513,25886,1803.0,325,6.8050571584,79.958442696,2013-01-01
514,25888,2026.0,288,6.8050571584,79.97640892,2013-01-01
515,25926,3490.0,613,6.8050571584,80.317767176,2013-01-01
516,25997,1979.0,793,6.8050571584,80.955568128,2013-01-01
517,26005,3763.0,935,6.8050571584,81.02743302399999,2013-01-01
518,26035,785.0,124,6.8050571584,81.296926384,2013-01-01
519,26127,1351.0,457,6.8140402704,79.868611576,2013-01-01
520,26129,781.0,870,6.8140402704,79.8865778,2013-01-01
521,26130,5841.0,3747,6.8140402704,79.895560912,2013-01-01
522,26133,2648.0,582,6.8140402704,79.92251024800001,2013-01-01
523,26135,2676.0,535,6.8140402704,79.940476472,2013-01-01
524,26136,752.0,191,6.8140402704,79.949459584,2013-01-01
525,26138,2055.0,863,6.8140402704,79.967425808,2013-01-01
526,26139,2043.0,522,6.8140402704,79.97640892,2013-01-01
527,26141,2459.0,406,6.8140402704,79.994375144,2013-01-01
528,26148,1436.0,254,6.8140402704,80.057256928,2013-01-01
529,26168,554.0,88,6.8140402704,80.236919168,2013-01-01
530,26378,5591.0,1309,6.8230233824,79.868611576,2013-01-01
531,26379,6103.0,3364,6.8230233824,79.877594688,2013-01-01
532,26380,2740.0,2296,6.8230233824,79.8865778,2013-01-01
533,26381,31.0,1258,6.8230233824,79.895560912,2013-01-01
534,26382,3636.0,746,6.8230233824,79.90454402399999,2013-01-01
535,26383,1415.0,990,6.8230233824,79.913527136,2013-01-01
536,26385,2307.0,433,6.8230233824,79.93149336,2013-01-01
537,26386,3088.0,491,6.8230233824,79.940476472,2013-01-01
538,26387,3192.0,474,6.8230233824,79.949459584,2013-01-01
539,26389,2719.0,562,6.8230233824,79.967425808,2013-01-01
540,26391,1464.0,241,6.8230233824,79.985392032,2013-01-01
541,26392,120.0,56,6.8230233824,79.994375144,2013-01-01
542,26393,3236.0,882,6.8230233824,80.003358256,2013-01-01
543,26396,3240.0,484,6.8230233824,80.030307592,2013-01-01
544,26403,1588.0,303,6.8230233824,80.093189376,2013-01-01
545,26408,3736.0,394,6.8230233824,80.138104936,2013-01-01
546,26427,1650.0,229,6.8230233824,80.308784064,2013-01-01
547,26450,215.0,46,6.8230233824,80.51539564,2013-01-01
548,26492,1967.0,289,6.8230233824,80.892686344,2013-01-01
549,26546,4689.0,407,6.8230233824,81.37777439199999,2013-01-01
550,26563,5780.0,435,6.8230233824,81.530487296,2013-01-01
551,26564,62.0,12,6.8230233824,81.539470408,2013-01-01
552,26628,127.0,201,6.832006494400001,79.859628464,2013-01-01
553,26629,6756.0,2446,6.832006494400001,79.868611576,2013-01-01
554,26630,1360.0,1023,6.832006494400001,79.877594688,2013-01-01
555,26631,1761.0,477,6.832006494400001,79.8865778,2013-01-01
556,26633,934.0,720,6.832006494400001,79.90454402399999,2013-01-01
557,26634,2417.0,372,6.832006494400001,79.913527136,2013-01-01
558,26656,2329.0,342,6.832006494400001,80.1111556,2013-01-01
559,26674,3146.0,379,6.832006494400001,80.272851616,2013-01-01
560,26708,1232.0,297,6.832006494400001,80.57827742399999,2013-01-01
561,26752,878.0,174,6.832006494400001,80.973534352,2013-01-01
562,26754,2924.0,3271,6.832006494400001,80.991500576,2013-01-01
563,26755,256.0,296,6.832006494400001,81.000483688,2013-01-01
564,26782,802.0,84,6.832006494400001,81.243027712,2013-01-01
565,26846,467.0,66,6.832006494400001,81.81794688,2013-01-01
566,26879,947.0,373,6.8409896064,79.859628464,2013-01-01
567,26880,8093.0,1664,6.8409896064,79.868611576,2013-01-01
568,26881,1740.0,505,6.8409896064,79.877594688,2013-01-01
569,26882,3940.0,1232,6.8409896064,79.8865778,2013-01-01
570,26883,1304.0,419,6.8409896064,79.895560912,2013-01-01
571,26884,2770.0,1529,6.8409896064,79.90454402399999,2013-01-01
572,26885,2879.0,841,6.8409896064,79.913527136,2013-01-01
573,26886,6719.0,2329,6.8409896064,79.92251024800001,2013-01-01
574,26887,855.0,617,6.8409896064,79.93149336,2013-01-01
575,26889,3622.0,898,6.8409896064,79.949459584,2013-01-01
576,26890,2304.0,591,6.8409896064,79.958442696,2013-01-01
577,26891,5516.0,2048,6.8409896064,79.967425808,2013-01-01
578,26892,1218.0,561,6.8409896064,79.97640892,2013-01-01
579,26893,1376.0,563,6.8409896064,79.985392032,2013-01-01
580,26894,3536.0,1569,6.8409896064,79.994375144,2013-01-01
581,26895,1011.0,1508,6.8409896064,80.003358256,2013-01-01
582,26897,1779.0,1101,6.8409896064,80.02132448,2013-01-01
583,26905,1767.0,934,6.8409896064,80.093189376,2013-01-01
584,26938,3084.0,296,6.8409896064,80.389632072,2013-01-01
585,26964,680.0,131,6.8409896064,80.623192984,2013-01-01
586,27006,4661.0,1138,6.8409896064,81.000483688,2013-01-01
587,27042,598.0,255,6.8409896064,81.32387572,2013-01-01
588,27098,2467.0,303,6.8409896064,81.826929992,2013-01-01
589,27130,12.0,6,6.8499727184,79.859628464,2013-01-01
590,27131,11645.0,3471,6.8499727184,79.868611576,2013-01-01
591,27132,5123.0,1230,6.8499727184,79.877594688,2013-01-01
592,27133,1507.0,435,6.8499727184,79.8865778,2013-01-01
593,27134,3851.0,1262,6.8499727184,79.895560912,2013-01-01
594,27135,2550.0,772,6.8499727184,79.90454402399999,2013-01-01
595,27136,1980.0,1167,6.8499727184,79.913527136,2013-01-01
596,27137,4203.0,4434,6.8499727184,79.92251024800001,2013-01-01
597,27138,783.0,251,6.8499727184,79.93149336,2013-01-01
598,27142,29.0,56,6.8499727184,79.967425808,2013-01-01
599,27143,2690.0,438,6.8499727184,79.97640892,2013-01-01
600,27145,196.0,106,6.8499727184,79.994375144,2013-01-01
601,27148,5530.0,2159,6.8499727184,80.02132448,2013-01-01
602,27149,4560.0,1431,6.8499727184,80.030307592,2013-01-01
603,27152,3866.0,1086,6.8499727184,80.057256928,2013-01-01
604,27155,3518.0,1178,6.8499727184,80.084206264,2013-01-01
605,27175,4746.0,1530,6.8499727184,80.263868504,2013-01-01
606,27209,9630.0,2012,6.8499727184,80.569294312,2013-01-01
607,27247,2344.0,262,6.8499727184,80.910652568,2013-01-01
608,27381,3602.0,1048,6.858955830399999,79.859628464,2013-01-01
609,27382,9683.0,2445,6.858955830399999,79.868611576,2013-01-01
610,27383,5282.0,772,6.858955830399999,79.877594688,2013-01-01
611,27384,5736.0,2062,6.858955830399999,79.8865778,2013-01-01
612,27386,5988.0,2852,6.858955830399999,79.90454402399999,2013-01-01
613,27387,3520.0,1572,6.858955830399999,79.913527136,2013-01-01
614,27388,977.0,244,6.858955830399999,79.92251024800001,2013-01-01
615,27389,3090.0,662,6.858955830399999,79.93149336,2013-01-01
616,27390,3222.0,842,6.858955830399999,79.940476472,2013-01-01
617,27392,1317.0,192,6.858955830399999,79.958442696,2013-01-01
618,27395,1694.0,233,6.858955830399999,79.985392032,2013-01-01
619,27404,1532.0,419,6.858955830399999,80.06624004,2013-01-01
620,27415,1256.0,154,6.858955830399999,80.16505427199999,2013-01-01
621,27427,1553.0,266,6.858955830399999,80.272851616,2013-01-01
622,27489,219.0,48,6.858955830399999,80.82980456,2013-01-01
623,27494,1051.0,164,6.858955830399999,80.87472012,2013-01-01
624,27498,254.0,41,6.858955830399999,80.910652568,2013-01-01
625,27518,2108.0,483,6.858955830399999,81.090314808,2013-01-01
626,27632,10732.0,3806,6.8679389424,79.859628464,2013-01-01
627,27633,8121.0,1161,6.8679389424,79.868611576,2013-01-01
628,27634,7093.0,4145,6.8679389424,79.877594688,2013-01-01
629,27635,3604.0,4463,6.8679389424,79.8865778,2013-01-01
630,27636,3695.0,1797,6.8679389424,79.895560912,2013-01-01
631,27637,1159.0,413,6.8679389424,79.90454402399999,2013-01-01
632,27638,4044.0,1189,6.8679389424,79.913527136,2013-01-01
633,27639,1759.0,292,6.8679389424,79.92251024800001,2013-01-01
634,27640,1531.0,766,6.8679389424,79.93149336,2013-01-01
635,27642,1760.0,382,6.8679389424,79.949459584,2013-01-01
636,27643,2550.0,495,6.8679389424,79.958442696,2013-01-01
637,27645,1017.0,152,6.8679389424,79.97640892,2013-01-01
638,27646,457.0,71,6.8679389424,79.985392032,2013-01-01
639,27647,2387.0,497,6.8679389424,79.994375144,2013-01-01
640,27649,3095.0,725,6.8679389424,80.01234136800001,2013-01-01
641,27654,1312.0,379,6.8679389424,80.057256928,2013-01-01
642,27763,2709.0,595,6.8679389424,81.036416136,2013-01-01
643,27764,130.0,46,6.8679389424,81.045399248,2013-01-01
644,27796,3453.0,892,6.8679389424,81.332858832,2013-01-01
645,27797,3007.0,2233,6.8679389424,81.341841944,2013-01-01
646,27883,11011.0,4306,6.8769220544000005,79.859628464,2013-01-01
647,27884,10024.0,2807,6.8769220544000005,79.868611576,2013-01-01
648,27885,5205.0,2555,6.8769220544000005,79.877594688,2013-01-01
649,27886,3613.0,2312,6.8769220544000005,79.8865778,2013-01-01
650,27887,4306.0,2822,6.8769220544000005,79.895560912,2013-01-01
651,27888,3386.0,890,6.8769220544000005,79.90454402399999,2013-01-01
652,27889,2335.0,373,6.8769220544000005,79.913527136,2013-01-01
653,27890,1105.0,315,6.8769220544000005,79.92251024800001,2013-01-01
654,27891,3305.0,1440,6.8769220544000005,79.93149336,2013-01-01
655,27892,1456.0,286,6.8769220544000005,79.940476472,2013-01-01
656,27894,510.0,93,6.8769220544000005,79.958442696,2013-01-01
657,27895,2922.0,553,6.8769220544000005,79.967425808,2013-01-01
658,27897,2042.0,789,6.8769220544000005,79.985392032,2013-01-01
659,27902,1116.0,510,6.8769220544000005,80.030307592,2013-01-01
660,27908,1804.0,227,6.8769220544000005,80.084206264,2013-01-01
661,27911,2135.0,297,6.8769220544000005,80.1111556,2013-01-01
662,27930,2432.0,274,6.8769220544000005,80.281834728,2013-01-01
663,27971,12781.0,2314,6.8769220544000005,80.65014232,2013-01-01
664,28004,2864.0,478,6.8769220544000005,80.946585016,2013-01-01
665,28015,73.0,38,6.8769220544000005,81.045399248,2013-01-01
666,28049,377.0,172,6.8769220544000005,81.350825056,2013-01-01
667,28102,7094.0,582,6.8769220544000005,81.826929992,2013-01-01
668,28134,8264.0,7869,6.8859051664,79.859628464,2013-01-01
669,28135,5647.0,3656,6.8859051664,79.868611576,2013-01-01
670,28136,5351.0,3388,6.8859051664,79.877594688,2013-01-01
671,28137,2009.0,1958,6.8859051664,79.8865778,2013-01-01
672,28138,1061.0,474,6.8859051664,79.895560912,2013-01-01
673,28139,2628.0,1159,6.8859051664,79.90454402399999,2013-01-01
674,28140,3615.0,1165,6.8859051664,79.913527136,2013-01-01
675,28142,2374.0,1589,6.8859051664,79.93149336,2013-01-01
676,28143,2478.0,479,6.8859051664,79.940476472,2013-01-01
677,28144,1236.0,279,6.8859051664,79.949459584,2013-01-01
678,28146,1379.0,524,6.8859051664,79.967425808,2013-01-01
679,28154,172.0,72,6.8859051664,80.039290704,2013-01-01
680,28156,1302.0,207,6.8859051664,80.057256928,2013-01-01
681,28216,1195.0,1139,6.8859051664,80.596243648,2013-01-01
682,28239,254.0,111,6.8859051664,80.802855224,2013-01-01
683,28384,3914.0,6188,6.894888278400001,79.850645352,2013-01-01
684,28385,4447.0,7686,6.894888278400001,79.859628464,2013-01-01
685,28386,3778.0,2746,6.894888278400001,79.868611576,2013-01-01
686,28387,6202.0,5736,6.894888278400001,79.877594688,2013-01-01
687,28388,3125.0,3186,6.894888278400001,79.8865778,2013-01-01
688,28389,2045.0,797,6.894888278400001,79.895560912,2013-01-01
689,28390,2016.0,919,6.894888278400001,79.90454402399999,2013-01-01
690,28391,555.0,554,6.894888278400001,79.913527136,2013-01-01
691,28392,955.0,1370,6.894888278400001,79.92251024800001,2013-01-01
692,28393,2319.0,2440,6.894888278400001,79.93149336,2013-01-01
693,28394,2038.0,615,6.894888278400001,79.940476472,2013-01-01
694,28396,1855.0,743,6.894888278400001,79.958442696,2013-01-01
695,28397,2084.0,312,6.894888278400001,79.967425808,2013-01-01
696,28400,2754.0,357,6.894888278400001,79.994375144,2013-01-01
697,28401,3238.0,928,6.894888278400001,80.003358256,2013-01-01
698,28405,1980.0,283,6.894888278400001,80.039290704,2013-01-01
699,28427,810.0,150,6.894888278400001,80.236919168,2013-01-01
700,28467,379.0,480,6.894888278400001,80.596243648,2013-01-01
701,28496,2186.0,684,6.894888278400001,80.856753896,2013-01-01
702,28497,123.0,40,6.894888278400001,80.865737008,2013-01-01
703,28519,724.0,138,6.894888278400001,81.063365472,2013-01-01
704,28535,1052.0,152,6.894888278400001,81.207095264,2013-01-01
705,28539,1282.0,411,6.894888278400001,81.243027712,2013-01-01
706,28545,899.0,128,6.894888278400001,81.296926384,2013-01-01
707,28557,919.0,93,6.894888278400001,81.40472372800001,2013-01-01
708,28635,5560.0,11932,6.9038713904,79.850645352,2013-01-01
709,28636,2806.0,5228,6.9038713904,79.859628464,2013-01-01
710,28637,3096.0,6558,6.9038713904,79.868611576,2013-01-01
711,28638,3775.0,3174,6.9038713904,79.877594688,2013-01-01
712,28639,2003.0,676,6.9038713904,79.8865778,2013-01-01
713,28640,4991.0,3140,6.9038713904,79.895560912,2013-01-01
714,28641,2924.0,1808,6.9038713904,79.90454402399999,2013-01-01
715,28642,1713.0,1617,6.9038713904,79.913527136,2013-01-01
716,28643,3001.0,2573,6.9038713904,79.92251024800001,2013-01-01
717,28644,2278.0,954,6.9038713904,79.93149336,2013-01-01
718,28645,516.0,118,6.9038713904,79.940476472,2013-01-01
719,28646,2882.0,1440,6.9038713904,79.949459584,2013-01-01
720,28649,115.0,34,6.9038713904,79.97640892,2013-01-01
721,28658,1022.0,400,6.9038713904,80.057256928,2013-01-01
722,28667,1404.0,185,6.9038713904,80.138104936,2013-01-01
723,28675,6064.0,990,6.9038713904,80.209969832,2013-01-01
724,28751,1022.0,320,6.9038713904,80.892686344,2013-01-01
725,28753,865.0,1160,6.9038713904,80.910652568,2013-01-01
726,28754,151.0,173,6.9038713904,80.91963568,2013-01-01
727,28788,150.0,40,6.9038713904,81.22506148800001,2013-01-01
728,28812,1405.0,205,6.9038713904,81.440656176,2013-01-01
729,28823,557.0,163,6.9038713904,81.539470408,2013-01-01
730,28886,6407.0,12433,6.9128545024,79.850645352,2013-01-01
731,28887,3616.0,9118,6.9128545024,79.859628464,2013-01-01
732,28888,4748.0,6973,6.9128545024,79.868611576,2013-01-01
733,28889,3438.0,6572,6.9128545024,79.877594688,2013-01-01
734,28890,7215.0,6315,6.9128545024,79.8865778,2013-01-01
735,28891,2953.0,2142,6.9128545024,79.895560912,2013-01-01
736,28892,1236.0,1615,6.9128545024,79.90454402399999,2013-01-01
737,28893,1968.0,561,6.9128545024,79.913527136,2013-01-01
738,28894,1699.0,336,6.9128545024,79.92251024800001,2013-01-01
739,28895,1704.0,279,6.9128545024,79.93149336,2013-01-01
740,28896,1836.0,873,6.9128545024,79.940476472,2013-01-01
741,28897,1273.0,204,6.9128545024,79.949459584,2013-01-01
742,28899,2280.0,842,6.9128545024,79.967425808,2013-01-01
743,28900,2127.0,1053,6.9128545024,79.97640892,2013-01-01
744,28901,1078.0,409,6.9128545024,79.985392032,2013-01-01
745,28902,1639.0,296,6.9128545024,79.994375144,2013-01-01
746,28905,3688.0,1139,6.9128545024,80.02132448,2013-01-01
747,28912,3596.0,1366,6.9128545024,80.084206264,2013-01-01
748,28960,468.0,109,6.9128545024,80.51539564,2013-01-01
749,28969,12361.0,2409,6.9128545024,80.596243648,2013-01-01
750,29004,4161.0,952,6.9128545024,80.910652568,2013-01-01
751,29012,3462.0,637,6.9128545024,80.982517464,2013-01-01
752,29026,3659.0,717,6.9128545024,81.108281032,2013-01-01
753,29068,810.0,147,6.9128545024,81.485571736,2013-01-01
754,29076,1184.0,365,6.9128545024,81.55743663199999,2013-01-01
755,29088,961.0,99,6.9128545024,81.66523397600001,2013-01-01
756,29094,301.0,71,6.9128545024,81.719132648,2013-01-01
757,29136,55.0,136,6.9218376144,79.84166224,2013-01-01
758,29137,12367.0,20661,6.9218376144,79.850645352,2013-01-01
759,29138,7294.0,23114,6.9218376144,79.859628464,2013-01-01
760,29139,8590.0,10643,6.9218376144,79.868611576,2013-01-01
761,29140,3139.0,2044,6.9218376144,79.877594688,2013-01-01
762,29141,1878.0,380,6.9218376144,79.8865778,2013-01-01
763,29142,3386.0,605,6.9218376144,79.895560912,2013-01-01
764,29143,977.0,333,6.9218376144,79.90454402399999,2013-01-01
765,29144,3315.0,813,6.9218376144,79.913527136,2013-01-01
766,29146,966.0,137,6.9218376144,79.93149336,2013-01-01
767,29147,1673.0,277,6.9218376144,79.940476472,2013-01-01
768,29148,732.0,205,6.9218376144,79.949459584,2013-01-01
769,29149,3.0,8,6.9218376144,79.958442696,2013-01-01
770,29151,656.0,158,6.9218376144,79.97640892,2013-01-01
771,29158,68.0,22,6.9218376144,80.039290704,2013-01-01
772,29165,916.0,433,6.9218376144,80.10217248800001,2013-01-01
773,29171,112.0,28,6.9218376144,80.15607116,2013-01-01
774,29190,2602.0,598,6.9218376144,80.326750288,2013-01-01
775,29247,2474.0,554,6.9218376144,80.838787672,2013-01-01
776,29387,4768.0,15619,6.9308207263999995,79.84166224,2013-01-01
777,29388,3171.0,10919,6.9308207263999995,79.850645352,2013-01-01
778,29389,5079.0,5387,6.9308207263999995,79.859628464,2013-01-01
779,29390,9913.0,5735,6.9308207263999995,79.868611576,2013-01-01
780,29391,6709.0,2554,6.9308207263999995,79.877594688,2013-01-01
781,29392,4897.0,2038,6.9308207263999995,79.8865778,2013-01-01
782,29393,4127.0,713,6.9308207263999995,79.895560912,2013-01-01
783,29394,2779.0,498,6.9308207263999995,79.90454402399999,2013-01-01
784,29395,4441.0,934,6.9308207263999995,79.913527136,2013-01-01
785,29396,1209.0,374,6.9308207263999995,79.92251024800001,2013-01-01
786,29397,4224.0,1052,6.9308207263999995,79.93149336,2013-01-01
787,29398,1175.0,277,6.9308207263999995,79.940476472,2013-01-01
788,29399,894.0,175,6.9308207263999995,79.949459584,2013-01-01
789,29401,2651.0,1108,6.9308207263999995,79.967425808,2013-01-01
790,29402,917.0,339,6.9308207263999995,79.97640892,2013-01-01
791,29403,2939.0,2307,6.9308207263999995,79.985392032,2013-01-01
792,29405,2704.0,489,6.9308207263999995,80.003358256,2013-01-01
793,29409,1123.0,278,6.9308207263999995,80.039290704,2013-01-01
794,29425,2428.0,442,6.9308207263999995,80.183020496,2013-01-01
795,29429,775.0,174,6.9308207263999995,80.218952944,2013-01-01
796,29495,301.0,65,6.9308207263999995,80.81183833600001,2013-01-01
797,29498,159.0,38,6.9308207263999995,80.838787672,2013-01-01
798,29533,1140.0,333,6.9308207263999995,81.153196592,2013-01-01
799,29556,1095.0,137,6.9308207263999995,81.359808168,2013-01-01
800,29638,2618.0,6104,6.9398038384000005,79.84166224,2013-01-01
801,29639,8909.0,18921,6.9398038384000005,79.850645352,2013-01-01
802,29640,17491.0,11385,6.9398038384000005,79.859628464,2013-01-01
803,29641,9102.0,6006,6.9398038384000005,79.868611576,2013-01-01
804,29642,4390.0,3208,6.9398038384000005,79.877594688,2013-01-01
805,29643,2730.0,1048,6.9398038384000005,79.8865778,2013-01-01
806,29644,5326.0,935,6.9398038384000005,79.895560912,2013-01-01
807,29645,1756.0,340,6.9398038384000005,79.90454402399999,2013-01-01
808,29648,1559.0,484,6.9398038384000005,79.93149336,2013-01-01
809,29649,1233.0,346,6.9398038384000005,79.940476472,2013-01-01
810,29650,1080.0,453,6.9398038384000005,79.949459584,2013-01-01
811,29654,44.0,117,6.9398038384000005,79.985392032,2013-01-01
812,29663,3264.0,790,6.9398038384000005,80.06624004,2013-01-01
813,29670,5424.0,915,6.9398038384000005,80.129121824,2013-01-01
814,29710,2507.0,325,6.9398038384000005,80.48844630399999,2013-01-01
815,29730,2257.0,700,6.9398038384000005,80.66810854399999,2013-01-01
816,29733,889.0,214,6.9398038384000005,80.69505788,2013-01-01
817,29736,494.0,115,6.9398038384000005,80.72200721600001,2013-01-01
818,29766,1694.0,464,6.9398038384000005,80.991500576,2013-01-01
819,29891,15061.0,6750,6.9487869504,79.859628464,2013-01-01
820,29892,6869.0,3403,6.9487869504,79.868611576,2013-01-01
821,29893,6227.0,3280,6.9487869504,79.877594688,2013-01-01
822,29894,654.0,110,6.9487869504,79.8865778,2013-01-01
823,29895,1092.0,279,6.9487869504,79.895560912,2013-01-01
824,29896,4237.0,889,6.9487869504,79.90454402399999,2013-01-01
825,29897,1873.0,459,6.9487869504,79.913527136,2013-01-01
826,29898,1371.0,337,6.9487869504,79.92251024800001,2013-01-01
827,29900,1656.0,677,6.9487869504,79.940476472,2013-01-01
828,29903,2055.0,690,6.9487869504,79.967425808,2013-01-01
829,29906,3601.0,1174,6.9487869504,79.994375144,2013-01-01
830,29909,4099.0,543,6.9487869504,80.02132448,2013-01-01
831,29912,658.0,165,6.9487869504,80.048273816,2013-01-01
832,29917,1973.0,2401,6.9487869504,80.093189376,2013-01-01
833,29925,517.0,129,6.9487869504,80.16505427199999,2013-01-01
834,29966,758.0,176,6.9487869504,80.533361864,2013-01-01
835,30021,3705.0,824,6.9487869504,81.02743302399999,2013-01-01
836,30026,797.0,162,6.9487869504,81.072348584,2013-01-01
837,30036,4358.0,996,6.9487869504,81.162179704,2013-01-01
838,30142,4032.0,1893,6.9577700624,79.859628464,2013-01-01
839,30143,6609.0,1185,6.9577700624,79.868611576,2013-01-01
840,30144,2103.0,1326,6.9577700624,79.877594688,2013-01-01
841,30145,2160.0,1236,6.9577700624,79.8865778,2013-01-01
842,30146,3109.0,1748,6.9577700624,79.895560912,2013-01-01
843,30147,962.0,184,6.9577700624,79.90454402399999,2013-01-01
844,30148,5444.0,1698,6.9577700624,79.913527136,2013-01-01
845,30152,3009.0,1115,6.9577700624,79.949459584,2013-01-01
846,30154,4558.0,2149,6.9577700624,79.967425808,2013-01-01
