stationID,stationName,observedValue,dtg,spatialGranule,temporalGranule
01KG0329,MELLAWA ESTATE,4.0,20130103,01KG0329,20130103
01BD0545,WEWESSA ESTATE,23.6,20130103,01BD0545,20130103
01RT196A,KALAWANA MINI HYDRO,20.5,20130103,01RT196A,20130103
01PU313A,MARAWILA,8.0,20130103,01PU313A,20130103
01KG175A,IBBAGAMUWA,4.6,20130103,01KG175A,20130103
01KG0326,MEDIYAWA TANK,0.0,20130103,01KG0326,20130103
01PL0340,MINNERIYA TANK,29.0,20130103,01PL0340,20130103
01PL224A,KAUDULLA WEWA,35.5,20130103,01PL224A,20130103
01MU357A,MUTU IYANKADDU,22.0,20130103,01MU357A,20130103
01AM0459,SAGAMAM TANK,16.8,20130103,01AM0459,20130103
01JF0425,POINT PEDRO,0.0,20130103,01JF0425,20130103
01KE0544,WEWELTALAWA ESTATE,22.6,20130103,01KE0544,20130103
01CB0268,LABUGAMA TANK,5.5,20130103,01CB0268,20130103
01PL538C,WELIKANDA SINGHAPURA,32.4,20130103,01PL538C,20130103
01AN104A,EHETUGASWEWA,36.7,20130103,01AN104A,20130103
01KT0200,KALUTARA-P.W.D.,1.5,20130103,01KT0200,20130103
01AM0012,AMPARAI TANK,50.8,20130103,01AM0012,20130103
01KG0532,WARIYAPOLA EXPTL.STATION,12.6,20130103,01KG0532,20130103
01MG540A,WELLAWAYA,11.0,20130103,01MG540A,20130103
01GL0030,BADDEGAMA ESTATE,24.6,20130103,01GL0030,20130103
01KG407A,PANNALA VIRIDIYAWA EST,12.5,20130103,01KG407A,20130103
01MU0216,KANNUKKENI TANK,0.0,20130103,01MU0216,20130103
01KG469A,SIYAMBALANGAMUWA,5.0,20130103,01KG469A,20130103
01KI0183,IRANAMADU TANK,0.0,20130103,01KI0183,20130103
01AM001E,ADDALACHENAI,20.0,20130103,01AM001E,20130103
01GM0011,AMBEPUSSA GOVT FARM,7.1,20130103,01GM0011,20130103
01GL0267,LABUDUWA,27.1,20130103,01GL0267,20130103
01RT042C,BELIHULOYA,11.2,20130103,01RT042C,20130103
01AN193A,KAHATAGASDIGILIYA  W/S,5.8,20130103,01AN193A,20130103
01CB0025,AVISSAWELLA ESTATE,0.0,20130103,01CB0025,20130103
01CB0150,HANWELLA GROUP,3.5,20130103,01CB0150,20130103
01GM0373,NEGOMBO,2.3,20130103,01GM0373,20130103
01RT0435,PUSSELLA S.P.,5.2,20130103,01RT0435,20130103
01BT197B,KALKUDAH,11.3,20130103,01BT197B,20130103
01NE506B,UDARADELLA,23.4,20130103,01NE506B,20130103
01AM368B,NAVATKIRI ARU TANK,32.0,20130103,01AM368B,20130103
01RT0032,BALANGODA POST OFFICE,12.0,20130103,01RT0032,20130103
01AM493B,THIRUKKOVIL,32.0,20130103,01AM493B,20130103
01BT0357,MYLAMBAVELLY ESTATE,0.0,20130103,01BT0357,20130103
01KE009B,AMBANPITIYA ESTATE,0.0,20130103,01KE009B,20130103
01HT481A,SURIYAWEWA,9.6,20130103,01HT481A,20130103
01MT0232,KEKENADURA (MATARA),0.0,20130103,01MT0232,20130103
01KT400C,PALLEGODA ESTATE,7.5,20130103,01KT400C,20130103
01KG014A,ANDIGAMA FARM,12.0,20130103,01KG014A,20130103
01CB166A,HOMAGAMA,8.0,20130103,01CB166A,20130103
01GM487B,THAMMITA,3.6,20130103,01GM487B,20130103
01NE0236,KENILWORTH (STRATHELLIE),0.0,20130103,01NE0236,20130103
01KG258D,KULIYAPITIYA,0.0,20130103,01KG258D,20130103
01CB469B,COLOMBO PORT,2.1,20130103,01CB469B,20130103
01KG404A,PANDUWASNUWARA,7.8,20130103,01KG404A,20130103
01CB0080,DEHIWALA ZOO,0.0,20130103,01CB0080,20130103
01KY0418,PERADENIYA BOT.GARDENS,22.0,20130103,01KY0418,20130103
01KG0452,RIDIBENDI ELA,9.0,20130103,01KG0452,20130103
01CB0026,AVISSAWELLA HOSPITAL,9.5,20130103,01CB0026,20130103
01GM0528,WALPITA,10.4,20130103,01GM0528,20130103
01CB0016,ANGODA MENTAL HOSPITAL,4.5,20130103,01CB0016,20130103
01JF062A,CHAVAKACHCHERI,0.0,20130103,01JF062A,20130103
01KT0035,BANDARAGAMA,1.3,20130103,01KT0035,20130103
01KG0256,KOULWEWA,6.5,20130103,01KG0256,20130103
01PL020A,ARALAGANWILA,32.3,20130103,01PL020A,20130103
01KT513A,USK VALLEY S.P.,0.0,20130103,01KT513A,20130103
01MG141B,HANDAPANGALA,7.5,20130103,01MG141B,20130103
01KG0253,HAKWATUNA-OYA,2.0,20130103,01KG0253,20130103
01HT0292,MAHA LEWAYA (HAMBANTOTA),21.9,20130103,01HT0292,20130103
43PPP,POLONNARUWA,45.2,20130103,43PPP,20130103
01PU0013,ANAMADUWA DISPENSARY,0.0,20130103,01PU0013,20130103
01VA414A,PAVATKULAM,35.0,20130103,01VA414A,20130103
01KE0021,ARANAYAKE GOVT. HOSPITAL,24.7,20130103,01KE0021,20130103
01ML324A,MEDAPIHILLA,22.2,20130103,01ML324A,20130103
01NE0153,HATTON KOTAGALA ROSITA,10.3,20130103,01NE0153,20130103
01KG092B,DODANGASLANDA,13.5,20130103,01KG092B,20130103
01VA0518,VAVUNIYA P.W.D.,0.0,20130103,01VA0518,20130103
01PL0427,POLONNARUWA AGRI.STATION,30.4,20130103,01PL0427,20130103
01AM459A,SAMANTHURAI,0.0,20130103,01AM459A,20130103
01RT539B,WELLANDURA TEA FACTORY,26.8,20130103,01RT539B,20130103
01KT021A,ARAMANAGOLLA,3.2,20130103,01KT021A,20130103
01AM257A,KUDASIGIRIYA,22.1,20130103,01AM257A,20130103
43418,TRINCOMALEE,14.6,20130103,43418,20130103
43421,ANURADHAPURA,25.4,20130103,43421,20130103
43413,MANNAR,0.0,20130103,43413,20130103
43467,RATMALANA,3.6,20130103,43467,20130103
43424,PUTTALAM,6.6,20130103,43424,20130103
43999,POTTUVIL,40.4,20130103,43999,20130103
43404,JAFFNA,0.0,20130103,43404,20130103
43441,KURUNEGALA,20.2,20130103,43441,20130103
43436,BATTICALOA,81.2,20130103,43436,20130103
43444,KATUGASTOTA,33.7,20130103,43444,20130103
143476,BANDARAWELA,21.1,20130103,143476,20130103
