Station_ID,Station_Name,Element_Code,Element_Name,yy,mm,dd,obs_val
43424,PUTTALAM,5,PRECIP,2013,1,1,0
43424,PUTTALAM,5,PRECIP,2013,1,2,0
43424,PUTTALAM,5,PRECIP,2013,1,3,6.6
43424,PUTTALAM,5,PRECIP,2013,1,4,0
43424,PUTTALAM,5,PRECIP,2013,1,5,0
43424,PUTTALAM,5,PRECIP,2013,1,6,0
43424,PUTTALAM,5,PRECIP,2013,1,7,20.2
43424,PUTTALAM,5,PRECIP,2013,1,8,37.2
43424,PUTTALAM,5,PRECIP,2013,1,9,3.8
43424,PUTTALAM,5,PRECIP,2013,1,10,8.6
43424,PUTTALAM,5,PRECIP,2013,1,11,0
43424,PUTTALAM,5,PRECIP,2013,1,12,0
43424,PUTTALAM,5,PRECIP,2013,1,13,0
43424,PUTTALAM,5,PRECIP,2013,1,14,0
43424,PUTTALAM,5,PRECIP,2013,1,15,0
43424,PUTTALAM,5,PRECIP,2013,1,16,0
43424,PUTTALAM,5,PRECIP,2013,1,17,0
43424,PUTTALAM,5,PRECIP,2013,1,18,0
43424,PUTTALAM,5,PRECIP,2013,1,19,0
43424,PUTTALAM,5,PRECIP,2013,1,20,0
43424,PUTTALAM,5,PRECIP,2013,1,21,0
43424,PUTTALAM,5,PRECIP,2013,1,22,0
43424,PUTTALAM,5,PRECIP,2013,1,23,0
43424,PUTTALAM,5,PRECIP,2013,1,24,10.6
43424,PUTTALAM,5,PRECIP,2013,1,25,0.4
43424,PUTTALAM,5,PRECIP,2013,1,26,0
43424,PUTTALAM,5,PRECIP,2013,1,27,0
43424,PUTTALAM,5,PRECIP,2013,1,28,0
43424,PUTTALAM,5,PRECIP,2013,1,29,0
43424,PUTTALAM,5,PRECIP,2013,1,30,0
43424,PUTTALAM,5,PRECIP,2013,1,31,0
43424,PUTTALAM,5,PRECIP,2013,2,1,0
43424,PUTTALAM,5,PRECIP,2013,2,2,0
43424,PUTTALAM,5,PRECIP,2013,2,3,0
43424,PUTTALAM,5,PRECIP,2013,2,4,0.8
43424,PUTTALAM,5,PRECIP,2013,2,5,0
43424,PUTTALAM,5,PRECIP,2013,2,6,12.1
43424,PUTTALAM,5,PRECIP,2013,2,7,0.5
43424,PUTTALAM,5,PRECIP,2013,2,8,0.3
43424,PUTTALAM,5,PRECIP,2013,2,9,0
43424,PUTTALAM,5,PRECIP,2013,2,10,0
43424,PUTTALAM,5,PRECIP,2013,2,11,0.8
43424,PUTTALAM,5,PRECIP,2013,2,12,12.2
43424,PUTTALAM,5,PRECIP,2013,2,13,38.9
43424,PUTTALAM,5,PRECIP,2013,2,14,11.5
43424,PUTTALAM,5,PRECIP,2013,2,15,1.7
43424,PUTTALAM,5,PRECIP,2013,2,16,0
43424,PUTTALAM,5,PRECIP,2013,2,17,0
43424,PUTTALAM,5,PRECIP,2013,2,18,0
43424,PUTTALAM,5,PRECIP,2013,2,19,14.2
43424,PUTTALAM,5,PRECIP,2013,2,20,0
43424,PUTTALAM,5,PRECIP,2013,2,21,0
43424,PUTTALAM,5,PRECIP,2013,2,22,0
43424,PUTTALAM,5,PRECIP,2013,2,23,0
43424,PUTTALAM,5,PRECIP,2013,2,24,0
43424,PUTTALAM,5,PRECIP,2013,2,25,0
43424,PUTTALAM,5,PRECIP,2013,2,26,0
43424,PUTTALAM,5,PRECIP,2013,2,27,0
43424,PUTTALAM,5,PRECIP,2013,2,28,0
43424,PUTTALAM,5,PRECIP,2013,3,1,0
43424,PUTTALAM,5,PRECIP,2013,3,2,0
43424,PUTTALAM,5,PRECIP,2013,3,3,0
43424,PUTTALAM,5,PRECIP,2013,3,4,9.3
43424,PUTTALAM,5,PRECIP,2013,3,5,0
43424,PUTTALAM,5,PRECIP,2013,3,6,0
43424,PUTTALAM,5,PRECIP,2013,3,7,11
43424,PUTTALAM,5,PRECIP,2013,3,8,1.3
43424,PUTTALAM,5,PRECIP,2013,3,9,0.1
43424,PUTTALAM,5,PRECIP,2013,3,10,0
43424,PUTTALAM,5,PRECIP,2013,3,11,0
43424,PUTTALAM,5,PRECIP,2013,3,12,0
43424,PUTTALAM,5,PRECIP,2013,3,13,0
43424,PUTTALAM,5,PRECIP,2013,3,14,0.1
43424,PUTTALAM,5,PRECIP,2013,3,15,0
43424,PUTTALAM,5,PRECIP,2013,3,16,0
43424,PUTTALAM,5,PRECIP,2013,3,17,0
43424,PUTTALAM,5,PRECIP,2013,3,18,0
