Station_ID,Station_Name,Element_Code,Element_Name,yy,mm,dd,obs_val
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,1,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,2,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,3,32.4
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,4,45.5
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,5,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,6,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,7,8.6
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,8,118
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,9,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,10,12.1
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,11,20.5
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,12,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,13,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,14,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,15,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,16,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,17,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,18,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,19,0.3
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,20,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,21,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,22,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,23,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,24,118.8
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,25,107.1
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,26,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,27,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,28,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,29,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,30,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,1,31,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,2,1,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,2,2,0.1
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,2,3,10
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,2,4,2
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,2,5,32
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,2,6,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,2,7,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,2,8,0
01PL538C,WELIKANDA SINGHAPURA,5,PRECIP,2013,2,9,0
